MDS1,MDS2,pval,annotation,tool
1.687686551480603e-4,0.2366574298650749,0.2827172827172827,A4R553,Virulence Genes
-4.4674288433030985e-5,0.581330651091852,0.003996003996003996,A4R566,Virulence Genes
0.008253004194543351,-0.8369889236255632,9.99000999000999e-4,A4R575,Virulence Genes
0,0,1,A4R599,Virulence Genes
-3.8808582526654616e-4,-0.13552977398984334,0.8941058941058941,A4R7D1,Virulence Genes
-2.455400886759689e-4,0.5251870873279634,9.99000999000999e-4,A4R9C7,Virulence Genes
0.1753676517553901,0.2771479453113314,0.07292707292707293,A4RB72,Virulence Genes
-8.708462096756291e-5,-0.20358437994550418,0.24475524475524477,A4RCH6,Virulence Genes
9.045640581953012e-5,-0.4182437707780462,0.016983016983016984,A4RDS9,Virulence Genes
-2.647430335279275e-9,0.08071839960027126,0.7382617382617382,A4RED5,Virulence Genes
6.690518178865474e-4,0.45726905195179146,0.006993006993006993,A4RF81,Virulence Genes
0,0,1,A4RFD4,Virulence Genes
1.3540604849254884e-4,-0.4198717798064529,0.013986013986013986,A4RG81,Virulence Genes
-1.1892173369028857e-4,-0.18483969297470607,0.4015984015984016,A4RG88,Virulence Genes
-0.0015338406088018482,-0.26178133745233007,0.21078921078921078,A4RGC8,Virulence Genes
-1.6326213326241823e-4,-0.4374536811209886,0.013986013986013986,A4RGG9,Virulence Genes
-7.031553277935098e-4,-0.745330462794591,9.99000999000999e-4,A4RGM3,Virulence Genes
-4.871567364076911e-5,0.22566057718792815,0.1968031968031968,A4RHH9,Virulence Genes
-1.034388639461249e-4,0.3268925815455584,0.08391608391608392,A4RI68,Virulence Genes
-5.263298144484386e-4,-0.856432579104351,9.99000999000999e-4,A4RJR0,Virulence Genes
0,0,1,A4RJV7,Virulence Genes
4.80623789636476e-5,0.23149821393710926,0.15684315684315683,A4RKI4,Virulence Genes
0,0,1,A4RMS2,Virulence Genes
1.407048754166595e-5,-0.027788063380360318,0.9460539460539461,A4RMU4,Virulence Genes
-0.0014824208207716368,-0.915555971737356,9.99000999000999e-4,A4UC81,Virulence Genes
-5.2411844475281605e-6,0.22839028192712255,0.3246753246753247,A4ULI4,Virulence Genes
5.941358191671191e-4,0.6950521459745107,9.99000999000999e-4,A4ULI5,Virulence Genes
-2.3878385905649926e-4,-0.1975229948107307,0.41058941058941056,A4ULI6,Virulence Genes
3.675263626802456e-4,-0.1951480600166491,0.5194805194805194,A4ULI7,Virulence Genes
9.134047577969935e-5,0.22395404994902843,0.34465534465534464,A4ULI8,Virulence Genes
2.345864701991692e-5,-0.2262004910275918,0.2957042957042957,A4ULJ0,Virulence Genes
-1.1815411105096101e-5,-0.029887260514882524,0.9300699300699301,A4ULJ2,Virulence Genes
-0.0011061239937866247,0.4384859222906884,0.016983016983016984,A5H456,Virulence Genes
-3.9380527992065534e-4,-0.378814500776761,0.03996003996003996,A5HEH7,Virulence Genes
0,0,1,A5HF03,Virulence Genes
-2.5838634030944213e-4,-0.5643923830042651,0.001998001998001998,A6N6J8,Virulence Genes
5.461070400019956e-4,0.6404118835055574,9.99000999000999e-4,A6QT98,Virulence Genes
6.915762553220107e-5,-0.3273966370547515,0.08491508491508491,A6QU97,Virulence Genes
4.806237896364763e-5,0.23149821393710926,0.15684315684315683,A6QVN0,Virulence Genes
-5.482300026625726e-5,0.19217575974905524,0.39760239760239763,A6QVZ5,Virulence Genes
-3.703081165389268e-5,0.33678960979324835,0.07392607392607392,A6QW18,Virulence Genes
-0.001744305868824909,-0.9680275044392972,9.99000999000999e-4,A6QZ55,Virulence Genes
-2.8662302646510876e-4,-0.6733743649597834,9.99000999000999e-4,A6R0L4,Virulence Genes
0,0,1,A6R119,Virulence Genes
1.0465005557526125e-4,-0.42371607722339977,0.01898101898101898,A6R120,Virulence Genes
-5.581655459135036e-4,-0.3406160422382668,0.08491508491508491,A6R1W8,Virulence Genes
-3.4724728947091134e-4,-0.5236449253587475,0.002997002997002997,A6R3U9,Virulence Genes
-7.190878130698487e-5,0.19512947368850508,0.46653346653346656,A6R615,Virulence Genes
-1.1892173369028849e-4,-0.18483969297470607,0.4015984015984016,A6R6C9,Virulence Genes
0.00148261406182271,-0.49527461546937146,0.004995004995004995,A6R757,Virulence Genes
-1.194672881679825e-4,0.29334466957909733,0.15284715284715283,A6R764,Virulence Genes
-3.5451004360110276e-4,-0.36439065492693484,0.04995004995004995,A6R7R9,Virulence Genes
-1.2527950948883592e-4,0.3451091954532933,0.06793206793206794,A6R963,Virulence Genes
0.002398041282632374,-0.6994059065474701,9.99000999000999e-4,A6R991,Virulence Genes
-1.8331939102412815e-5,0.09819688505247195,0.7992007992007992,A6R9F0,Virulence Genes
5.864920657382491e-4,-0.16914735365403652,0.5354645354645354,A6R9V5,Virulence Genes
1.783944762394339e-4,-0.23463251238749264,0.2757242757242757,A6RBC1,Virulence Genes
-3.687011595502848e-4,0.27617424314579964,0.19880119880119881,A6RCI7,Virulence Genes
4.7774598705750855e-4,0.5686440441931044,9.99000999000999e-4,A6RD56,Virulence Genes
4.221215487899293e-5,-0.35538379025863337,0.1038961038961039,A6RDX2,Virulence Genes
9.833491053669309e-6,0.2973497915531693,0.14685314685314685,A6RE02,Virulence Genes
6.365983358782916e-4,0.47888604279120456,0.001998001998001998,A6REW8,Virulence Genes
-2.7575438850023943e-4,0.46526297200013383,0.007992007992007992,A6RGA6,Virulence Genes
9.017857364269025e-5,-0.21234157709493054,0.3676323676323676,A6RGD8,Virulence Genes
-6.72843338641324e-4,0.7308056249953139,9.99000999000999e-4,A6RH34,Virulence Genes
-0.0013405116991842035,-0.6026915341665409,9.99000999000999e-4,A6ZIB7,Virulence Genes
-2.989959345881434e-4,-0.31218237274413896,0.11288711288711288,A6ZKV8,Virulence Genes
-7.518119912306034e-5,0.39066238666852987,0.03296703296703297,A6ZLA2,Virulence Genes
1.6084791210908524e-4,0.35475097048744375,0.04695304695304695,A6ZM54,Virulence Genes
0.004413169786275046,0.8176531770578149,9.99000999000999e-4,A6ZMD8,Virulence Genes
-1.211347619606792e-4,-0.31773986393398657,0.10789210789210789,A6ZND4,Virulence Genes
-6.73350030664381e-4,-0.4191644789048158,0.01898101898101898,A6ZP46,Virulence Genes
1.7719402477750398e-4,-0.36943113029272984,0.04695304695304695,A6ZPW0,Virulence Genes
0.0021339231673497797,-0.6030801786766641,9.99000999000999e-4,A6ZRC1,Virulence Genes
1.512399098419524e-4,0.13957016866869737,0.7642357642357642,A6ZTU6,Virulence Genes
0.008680903883952725,-0.9401010243655697,9.99000999000999e-4,A6ZUC1,Virulence Genes
3.856211159185473e-9,0.09430426115576705,0.8621378621378621,A6ZWK4,Virulence Genes
-0.012253340173085747,0.1681115185729597,0.5954045954045954,A6ZYI7,Virulence Genes
4.971052648356367e-4,0.463236628145664,0.003996003996003996,A6ZYV3,Virulence Genes
0,0,1,A6ZZE5,Virulence Genes
3.838929203730867e-5,0.3164967131930471,0.10789210789210789,A7A1H6,Virulence Genes
-4.938237859327874e-4,-0.24357933809172966,0.32867132867132864,A7A201,Virulence Genes
-1.6779087950837408e-4,-0.17617658857288854,0.4595404595404595,A7A222,Virulence Genes
-0.0014586989737911098,-0.8721342038393515,9.99000999000999e-4,A7A233,Virulence Genes
-0.0011542384364842326,-0.4834009345674026,0.008991008991008992,A7ULH9,Virulence Genes
6.100063363709097e-5,0.17558301357138067,0.4935064935064935,A7XLC8,Virulence Genes
0.02019345892480397,-0.7754589214973419,9.99000999000999e-4,A8QJI7,Virulence Genes
0.004964376708405679,0.9576619332160198,9.99000999000999e-4,A9YDN6,Virulence Genes
1.5608735094843954e-4,0.5148561460444336,9.99000999000999e-4,A9Z1V6,Virulence Genes
6.516176863012435e-4,0.13508905826645795,0.961038961038961,ALO,Virulence Genes
-1.5123990984195244e-4,-0.13957016866869737,0.7642357642357642,ARGJ,Virulence Genes
5.360507406970032e-4,0.8175384654831603,9.99000999000999e-4,B0B5Z8,Virulence Genes
-4.3590413544376436e-4,-0.7308078649314711,9.99000999000999e-4,B0B5Z9,Virulence Genes
7.123673325202402e-5,0.16124515526039446,0.5904095904095904,B0BER9,Virulence Genes
-5.1371986912898836e-5,0.5418324459144311,0.01898101898101898,B0BES1,Virulence Genes
-6.129526039810605e-4,-0.7656420953544245,9.99000999000999e-4,B2C6F1,Virulence Genes
-4.8329610332954726e-4,-0.8415273343648002,9.99000999000999e-4,B2CG58,Virulence Genes
1.2277288336905759e-4,0.38731413062537096,0.03996003996003996,B8LZ89,Virulence Genes
-2.9365520821760964e-4,-0.17094034302049116,0.5134865134865135,B8N1N9,Virulence Genes
-1.752130109892021e-4,-0.2629331923577133,0.23876123876123875,B8YPH8,Virulence Genes
2.762646775287547e-4,0.1969901008982619,0.47352647352647353,B9WDE6,Virulence Genes
-7.781216772486379e-5,-0.45241128287950594,0.006993006993006993,B9WGZ2,Virulence Genes
6.996474965665401e-5,-0.3205758634973489,0.08291708291708291,B9WHL1,Virulence Genes
-4.806237896364762e-5,-0.2314982139371092,0.15684315684315683,B9WMV3,Virulence Genes
-0.003556040785528547,0.8286693548449933,9.99000999000999e-4,BOT2,Virulence Genes
-0.004141502034655529,-0.1347711999556872,1,BUD4,Virulence Genes
-8.413235775656955e-5,0.36899101271296353,0.04395604395604396,BUR1,Virulence Genes
5.299012316676532e-5,-0.19953550654480126,0.2817182817182817,C0RXV2,Virulence Genes
9.185684409411658e-6,0.5198551705189495,0.001998001998001998,C0RXY7,Virulence Genes
5.935187629745509e-4,0.5942885242884495,9.99000999000999e-4,C0RYV5,Virulence Genes
-1.1388183738745166e-4,0.2201268863745577,0.3726273726273726,C0RZ68,Virulence Genes
7.366697864947629e-4,-0.6234714226475504,9.99000999000999e-4,C0RZC0,Virulence Genes
0.016071228189487703,-0.2789259901987838,0.19880119880119881,C0RZC6,Virulence Genes
4.806237896364763e-5,0.23149821393710926,0.15684315684315683,C0RZJ1,Virulence Genes
5.019629062304653e-4,0.19410572649418714,0.5184815184815185,C0S102,Virulence Genes
5.21741659264457e-4,0.6439660335324723,9.99000999000999e-4,C0S1P0,Virulence Genes
-3.636081983937479e-4,0.5711776438515943,9.99000999000999e-4,C0S1U9,Virulence Genes
9.791174462427446e-4,0.522248355533348,0.001998001998001998,C0S2E8,Virulence Genes
-0.0010663592271818517,-0.35080854466842326,0.06493506493506493,C0S2X7,Virulence Genes
1.1318085808529844e-4,0.14367263040908126,0.7142857142857143,C0S3Q8,Virulence Genes
2.2233157869092424e-4,-0.2999679139378287,0.11288711288711288,C0S4X8,Virulence Genes
2.4428655138501363e-4,0.4613041908701495,0.005994005994005994,C0S5R1,Virulence Genes
-1.1892173369028849e-4,-0.18483969297470607,0.4015984015984016,C0S684,Virulence Genes
-9.274595163762405e-6,-0.03666990119388542,0.8951048951048951,C0S6J0,Virulence Genes
0.005206188765919204,-0.8980716032269278,9.99000999000999e-4,C0S733,Virulence Genes
-3.6129545414232057e-4,-0.5658248090735563,9.99000999000999e-4,C0S744,Virulence Genes
1.3443439896562704e-4,-0.21209302404001548,0.4175824175824176,C0S860,Virulence Genes
-1.1279369602741296e-5,0.07882278670712543,0.8571428571428571,C0S8A8,Virulence Genes
0.001116524544477231,-0.2394996634956769,0.3516483516483517,C0S8M8,Virulence Genes
-2.2908819300145503e-4,-0.4564455460445591,0.01998001998001998,C0S9K6,Virulence Genes
-4.197421808804364e-5,-0.17581424455397696,0.5094905094905094,C0S9W9,Virulence Genes
-5.1371986912898836e-5,0.5418324459144311,0.01898101898101898,C0SA80,Virulence Genes
2.6096930430818524e-5,0.38513581600825736,0.03996003996003996,C0SAT8,Virulence Genes
0.012522488803067108,-0.23871681613784732,0.34665334665334663,C0SB59,Virulence Genes
6.464171178428496e-6,0.11972560455392886,0.7302697302697303,C0SCD5,Virulence Genes
1.0236804492193368e-4,-0.36495830758112774,0.053946053946053944,C0SFH7,Virulence Genes
-7.530601910530841e-5,0.34260936477964976,0.07492507492507493,C0SGP6,Virulence Genes
-1.1318085808529847e-4,-0.1436726304090813,0.7142857142857143,C0SHF9,Virulence Genes
2.097886487873488e-4,-0.3714134177482062,0.03196803196803197,C0SHQ9,Virulence Genes
7.334944911886649e-5,-0.3326409326885328,0.09490509490509491,C0SI36,Virulence Genes
4.192975965425223e-4,0.5570898906232661,9.99000999000999e-4,C0SIA5,Virulence Genes
3.819476540946394e-5,-0.08194119804713562,0.8721278721278721,C0SIG5,Virulence Genes
0.0031375967829075104,0.25304573102213596,0.26573426573426573,C0SJH4,Virulence Genes
-5.487811900819536e-5,0.36907287640176817,0.07392607392607392,C0SJI3,Virulence Genes
4.912591507549073e-5,0.17634937135846457,0.5174825174825175,C1G014,Virulence Genes
-1.1651259557539969e-4,0.3012292031684456,0.12287712287712288,C1G1Q2,Virulence Genes
-9.017857364269021e-5,0.2123415770949305,0.3676323676323676,C1G373,Virulence Genes
0,0,1,C1G3C3,Virulence Genes
-1.1252902829623373e-4,-0.386834846855043,0.026973026973026972,C1G3N5,Virulence Genes
9.274595163762383e-6,0.036669901193885406,0.8951048951048951,C1G3Y7,Virulence Genes
-3.363176052341842e-6,0.11445466090289837,0.7722277722277723,C1G452,Virulence Genes
0.0017311252245852784,0.6918368658059723,9.99000999000999e-4,C1G6E6,Virulence Genes
4.94828112517137e-4,0.5575090005382835,0.001998001998001998,C1G7T1,Virulence Genes
-5.1371986912898836e-5,0.5418324459144311,0.01898101898101898,C1G801,Virulence Genes
3.5521321879663397e-4,0.2665903680965111,0.1998001998001998,C1GA26,Virulence Genes
-1.7420325151104138e-4,-0.3731390499748084,0.05194805194805195,C1GC36,Virulence Genes
-4.75053606163588e-4,-0.45512944406760786,0.00999000999000999,C1GCG7,Virulence Genes
0.001840126289888011,-0.33755661107497836,0.07892107892107893,C1GD67,Virulence Genes
4.314784194825739e-5,0.31740244043499755,0.11688311688311688,C1GDS4,Virulence Genes
-0.012253340173085747,0.1681115185729597,0.5954045954045954,C1GDU0,Virulence Genes
0.01985173395621166,0.9144022403517127,9.99000999000999e-4,C1GI69,Virulence Genes
6.996474965665401e-5,-0.3205758634973489,0.08291708291708291,C1GIB2,Virulence Genes
4.1424246807609595e-4,0.7207295227244759,9.99000999000999e-4,C1GJS5,Virulence Genes
2.904561143643464e-4,0.32815861645153027,0.0939060939060939,C1GLV1,Virulence Genes
-9.434215351973313e-4,-0.8670841394505343,9.99000999000999e-4,C1GMG4,Virulence Genes
-8.794613593385877e-5,-0.2026729127254657,0.24175824175824176,C4MEZ6,Virulence Genes
6.996474965665401e-5,-0.3205758634973489,0.08291708291708291,C4YES7,Virulence Genes
-0.012624074242838474,0.4395331177393868,0.011988011988011988,C4YET9,Virulence Genes
2.3274617154546737e-5,0.13035688409901183,0.6923076923076923,C4YFW6,Virulence Genes
6.506037389026958e-5,0.2549710448054825,0.14885114885114886,C4YG18,Virulence Genes
-4.162369935258919e-5,-0.2320609924523925,0.3166833166833167,C4YH28,Virulence Genes
2.0312858267203625e-4,0.25427028781632005,0.26173826173826176,C4YIG4,Virulence Genes
8.96290472335611e-4,0.6866049713748822,9.99000999000999e-4,C4YII6,Virulence Genes
-5.154969344215317e-4,-0.3213503286365703,0.0959040959040959,C4YIU6,Virulence Genes
-6.33790686655566e-4,-0.7537544226204244,9.99000999000999e-4,C4YJK4,Virulence Genes
0.0067754319720221366,0.8841463819139541,9.99000999000999e-4,C4YKV7,Virulence Genes
-5.217549368984433e-4,-0.7985554122453198,9.99000999000999e-4,C4YL11,Virulence Genes
0.0038649514462064946,0.5228660514171397,0.001998001998001998,C4YM45,Virulence Genes
-7.687499695387788e-4,-0.6550189719509327,9.99000999000999e-4,C4YNX8,Virulence Genes
-0.011153607965443516,0.09864280601333378,0.8231768231768232,C4YPV8,Virulence Genes
1.0715460434529267e-4,0.280717296545886,0.16583416583416583,C4YQU5,Virulence Genes
2.2119256636990626e-4,0.22083139043942637,0.37962037962037964,C5G6Q4,Virulence Genes
5.3391670488682666e-5,-0.5714183414875385,0.003996003996003996,C5G6R6,Virulence Genes
-1.0340147788799025e-5,0.06817203094194686,0.8971028971028971,C5G6X8,Virulence Genes
0.0016967597156309227,0.7531758935920103,9.99000999000999e-4,C5G7L2,Virulence Genes
-0.0019390009551061458,-0.39595284133564235,0.029970029970029972,C5G9E7,Virulence Genes
0,0,1,C5GA89,Virulence Genes
-1.6298792741604003e-4,0.49305918970843066,9.99000999000999e-4,C5GAK9,Virulence Genes
6.033762991211499e-4,0.4244365511100745,0.01998001998001998,C5GC66,Virulence Genes
-5.774482174040748e-5,0.23553052826426,0.3036963036963037,C5GCN5,Virulence Genes
4.814797528218023e-4,0.3371951578228573,0.08891108891108891,C5GDC1,Virulence Genes
-7.882949631620703e-6,-0.05210585003777516,0.8221778221778222,C5GFB0,Virulence Genes
-0.0010063048916520065,-0.710231289580905,9.99000999000999e-4,C5GFG3,Virulence Genes
7.357815190377264e-4,0.5666747730779469,0.001998001998001998,C5GH04,Virulence Genes
1.1673066575279908e-4,0.3414857556290522,0.07392607392607392,C5GHC7,Virulence Genes
-7.620472167846022e-4,-0.7402813931647857,9.99000999000999e-4,C5GHJ0,Virulence Genes
0.0052668884978404095,0.6083288415230684,9.99000999000999e-4,C5GIT7,Virulence Genes
-6.545510069453823e-4,-0.6871047898887535,9.99000999000999e-4,C5GNK0,Virulence Genes
-1.40797956108132e-4,0.293319804804243,0.15284715284715283,C5GNL4,Virulence Genes
-0.5410296741449749,0.7884028545724396,9.99000999000999e-4,C5GNV8,Virulence Genes
-1.5326657619031545e-5,-0.28235337787241577,0.2077922077922078,C5GNX0,Virulence Genes
-2.5348480096527956e-4,0.17219476788152885,0.5774225774225774,C5GPC5,Virulence Genes
-1.3682177482210078e-5,0.08262958433593089,0.8391608391608392,C5GPL4,Virulence Genes
-5.309145388801192e-5,0.4290784032651012,0.04595404595404595,C5GQ05,Virulence Genes
-3.210913122697574e-4,-0.6311857506493073,9.99000999000999e-4,C5GQD4,Virulence Genes
-1.5104102477511925e-4,0.2719086712118283,0.20279720279720279,C5GS26,Virulence Genes
-0.0011919801486896294,-0.4286976531436071,0.014985014985014986,C5GS89,Virulence Genes
-8.653407920020794e-4,-0.6174875758794612,9.99000999000999e-4,C5GSC7,Virulence Genes
0.009249403082819704,-0.8758771400171109,9.99000999000999e-4,C5GSW0,Virulence Genes
-7.448792645579466e-5,0.6938211538728533,0.001998001998001998,C5GT68,Virulence Genes
1.324457505960928e-5,-0.15510965915963906,0.6023976023976024,C5GU56,Virulence Genes
0,0,1,C5GVY6,Virulence Genes
3.710896337470842e-4,0.1951272907906692,0.5144855144855145,C5GWE1,Virulence Genes
-1.7785980827732457e-4,-0.3422697490309569,0.059940059940059943,C5GWH6,Virulence Genes
-9.833491053669314e-6,-0.2973497915531693,0.14685314685314685,C5GWL2,Virulence Genes
6.996474965665401e-5,-0.3205758634973489,0.08291708291708291,C5GX01,Virulence Genes
-0.0015658157211263187,0.6240847698108718,9.99000999000999e-4,C5GXJ3,Virulence Genes
-6.041496486489575e-4,-0.8343736091455646,9.99000999000999e-4,C5GXV5,Virulence Genes
-5.163243735501949e-4,0.7507688268480807,9.99000999000999e-4,C5GYF3,Virulence Genes
-7.055218730612744e-4,-0.7256207295509706,9.99000999000999e-4,C5J0G7,Virulence Genes
-1.3325290094302777e-4,-0.28317057016275565,0.1838161838161838,C5JHS1,Virulence Genes
0.008751936308086383,0.6936458423598674,9.99000999000999e-4,C5MK57,Virulence Genes
0.0011513302517749022,0.6080566698849438,9.99000999000999e-4,C5NSJ4,Virulence Genes
1.0305308493170706e-5,-0.0690902454667213,0.8681318681318682,C6K2F1,Virulence Genes
-0.00037988588156643563,-0.5311793309167527,0.002997002997002997,C6KEF4,Virulence Genes
-1.2223837902034288e-4,0.2226312598661859,0.32667332667332666,C6KEF5,Virulence Genes
6.422242315780107e-5,-0.39125139803082876,0.03296703296703297,C7GMI1,Virulence Genes
-2.9365520821760964e-4,-0.17094034302049116,0.5134865134865135,C7YXF5,Virulence Genes
-3.8998193760862943e-4,-0.732795540477402,9.99000999000999e-4,C7ZLR4,Virulence Genes
-1.0905879851159934e-4,0.2515856456176186,0.24075924075924077,CANB,Virulence Genes
-1.0340299365774088e-4,0.1681952809572054,0.5054945054945055,CARP,Virulence Genes
-6.10753034357323e-5,0.4658083821487098,0.005994005994005994,CARP1,Virulence Genes
-3.38856336768171e-4,-0.6902173596109897,9.99000999000999e-4,CARP2,Virulence Genes
-1.328044496379948e-4,-0.22298180776481216,0.32167832167832167,CARP3,Virulence Genes
-1.093373712532637e-4,-0.18839621203261267,0.3726273726273726,CARP4,Virulence Genes
-8.794613593385877e-5,-0.2026729127254657,0.24175824175824176,CARP5,Virulence Genes
-1.1348195911021077e-4,-0.18674454893385678,0.3936063936063936,CARP6,Virulence Genes
-0.002173733025701782,-0.9512376301451382,9.99000999000999e-4,CATA,Virulence Genes
0,0,1,CCR4,Virulence Genes
-5.487811900819536e-5,0.36907287640176817,0.07392607392607392,CDC10,Virulence Genes
2.2526132003072207e-4,-0.333872274674601,0.07492507492507493,CDC42,Virulence Genes
-5.660146049253238e-4,-0.8022038982640523,9.99000999000999e-4,CEUL,Virulence Genes
0.0016290770797427747,0.7023483886195063,9.99000999000999e-4,CFT1,Virulence Genes
0,0,1,CHS3,Virulence Genes
-2.072003847097915e-4,-0.47424182076727134,0.004995004995004995,CHS5,Virulence Genes
0.003609578535397827,-0.8686246982177661,9.99000999000999e-4,CHS6,Virulence Genes
6.506037389026958e-5,0.2549710448054825,0.14885114885114886,CHS7,Virulence Genes
-2.8416097497761096e-5,0.2633414493372384,0.21978021978021978,CLA4,Virulence Genes
-3.246958709827666e-4,-0.5028466628434005,0.004995004995004995,CTSD,Virulence Genes
-0.0013406585322728783,-0.7654235498283202,9.99000999000999e-4,CUTI,Virulence Genes
-2.9475552273318416e-4,-0.5442281043100985,0.004995004995004995,CUTI1,Virulence Genes
0.001143175592215568,-0.23948461242009786,0.3256743256743257,CUTI2,Virulence Genes
4.3169731684353815e-4,-0.3426562871975151,0.06493506493506493,CXT1,Virulence Genes
0.016746821088885002,0.5085114055400584,0.005994005994005994,CYAA,Virulence Genes
-1.3211697073643055e-4,0.6748923544590413,9.99000999000999e-4,D1MGZ7,Virulence Genes
6.958588062336764e-5,0.16296284239617667,0.5774225774225774,D1MYV6,Virulence Genes
-1.24304955256805e-4,-0.3918646681993294,0.024975024975024976,D2JLR3,Virulence Genes
0,0,1,D3YIG6,Virulence Genes
7.448792645579471e-5,-0.6938211538728536,0.001998001998001998,D4AUT8,Virulence Genes
-8.708462096756291e-5,-0.20358437994550418,0.24475524475524477,D8Q5H9,Virulence Genes
-8.959534419128074e-5,0.3850304747708487,0.028971028971028972,D8QB82,Virulence Genes
1.3268570656105677e-4,0.2898666829891142,0.17182817182817184,DHH1,Virulence Genes
0.12796321950509124,0.17805646530004007,0.3926073926073926,DNLI4,Virulence Genes
0.0010252349241306993,0.686761134831467,9.99000999000999e-4,DPP4,Virulence Genes
3.0773736267304317e-4,0.5730009908953053,0.001998001998001998,DPP5,Virulence Genes
5.299012316676532e-5,-0.19953550654480126,0.2817182817182817,E3QTD2,Virulence Genes
-1.2954232222699312e-4,0.5590593065992683,0.001998001998001998,E9DY48,Virulence Genes
-5.1371986912898836e-5,0.5418324459144311,0.01898101898101898,E9E2K6,Virulence Genes
-5.487811900819536e-5,0.36907287640176817,0.07392607392607392,E9E2K7,Virulence Genes
-1.752130109892021e-4,-0.2629331923577133,0.23876123876123875,E9EJV1,Virulence Genes
-1.3325290094302777e-4,-0.28317057016275565,0.1838161838161838,E9ELF5,Virulence Genes
-0.0010717989867871068,0.6629454479774237,9.99000999000999e-4,E9ETX3,Virulence Genes
-9.055240646663322e-5,0.6367099323456461,9.99000999000999e-4,E9F9I5,Virulence Genes
