Query	Reference	ANI	QueryAligned
GCA_000167675.2_v2.0_cds_from_genomic.fna	GCA_003025155.1_Trilo3_cds_from_genomic.fna	89.5169490492165	1896000
GCA_000167675.2_v2.0_cds_from_genomic.fna	GCA_004303015.1_ASM430301v1_genomic.cds_from_genomic.fa	76.6710694850279	354000
GCA_000167675.2_v2.0_cds_from_genomic.fna	GCA_011066345.1_CFAM422_1.0_cds_from_genomic.fna	81.1590760895416	1581000
GCA_000167675.2_v2.0_cds_from_genomic.fna	GCA_011799845.1.cds_from_genomic.fa	77.1560409388066	381000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG1054.cds_from_genomic.fa	78.2740884382777	597000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG1065.cds_from_genomic.fa	78.162012495752	552000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG1075.cds_from_genomic.fa	78.1511603308295	537000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG1096.cds_from_genomic.fa	78.581186428212	597000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG2046.cds_from_genomic.fa	77.3874016066623	372000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG2047.cds_from_genomic.fa	77.1618686375286	354000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG2048.cds_from_genomic.fa	77.3290487113394	351000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG2049.cds_from_genomic.fa	77.1612049523007	363000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG710.cds_from_genomic.fa	77.8114784838482	516000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG712.cds_from_genomic.fa	78.0705197558042	501000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG721.cds_from_genomic.fa	78.150957427152	444000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG726.cds_from_genomic.fa	78.2589791625907	576000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG730.cds_from_genomic.fa	78.1571957007266	489000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG731.cds_from_genomic.fa	78.9016798928401	582000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG733.cds_from_genomic.fa	78.6196885533025	603000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG736.cds_from_genomic.fa	78.8855475633035	555000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG742.cds_from_genomic.fa	78.4414595814279	579000
GCA_000167675.2_v2.0_cds_from_genomic.fna	ICBG751.cds_from_genomic.fa	78.5945937160099	621000
GCA_000167675.2_v2.0_cds_from_genomic.fna	LGSR00000000.cds_from_genomic.fa	78.7769417600719	510000
GCA_000167675.2_v2.0_cds_from_genomic.fna	NIGB00000000.cds_from_genomic.fa	78.5319531981019	609000
GCA_000167675.2_v2.0_cds_from_genomic.fna	NIGC00000000.cds_from_genomic.fa	78.8065561455184	561000
GCA_000167675.2_v2.0_cds_from_genomic.fna	NIGD00000000.cds_from_genomic.fa	78.1693324701974	582000
GCA_000167675.2_v2.0_cds_from_genomic.fna	NQYQ00000000.cds_from_genomic.fa	78.8151801061428	543000
GCA_000167675.2_v2.0_cds_from_genomic.fna	NQYR00000000.cds_from_genomic.fa	78.8007168379579	570000
GCA_000167675.2_v2.0_cds_from_genomic.fna	NQYS00000000.cds_from_genomic.fa	78.5488438460669	561000
GCA_000167675.2_v2.0_cds_from_genomic.fna	SPDT00000000.1_genomic.cds_from_genomic.fa	77.3234271557208	486000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_000167675.2_v2.0_cds_from_genomic.fna	81.5085299595037	1542000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	80.3822764566587	1440000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	81.487352180617	1581000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	86.9184211114562	2103000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_001050175.1_Tpara_v1.0_cds_from_genomic.fna	81.4218793818609	1557000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_001481775.2_TGAM01v2_cds_from_genomic.fna	80.1632986853356	1371000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_002022785.1_ASM202278v1_cds_from_genomic.fna	87.2587557458726	2088000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_002838845.1_ASM283884v1_cds_from_genomic.fna	87.2318098440614	2133000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_002894145.1_Tr1_cds_from_genomic.fna	87.382374149374	2031000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_002894205.1_A5MHv2.1_cds_from_genomic.fna	80.0817578107125	1344000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_003012105.1_Trichoderma_arundinaceum_IBT40837_contigs_cds_from_genomic.fna	82.1856715775055	1710000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_003025095.1_Triha_v1.0_cds_from_genomic.fna	87.2614636351617	2178000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_003025105.1_Trias_v._1.0_cds_from_genomic.fna	80.5913672710991	1485000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_003025115.1_Trici_v4.0_cds_from_genomic.fna	82.0476759454157	1584000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_003025155.1_Trilo3_cds_from_genomic.fna	81.0966534536362	1476000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_004303015.1_ASM430301v1_genomic.cds_from_genomic.fa	77.4494026957253	333000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_011066345.1_CFAM422_1.0_cds_from_genomic.fna	86.9976055544316	2322000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	GCA_011799845.1.cds_from_genomic.fa	77.7643983127929	357000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG1054.cds_from_genomic.fa	77.5111157335638	324000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG1065.cds_from_genomic.fa	77.628569064162	291000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG1075.cds_from_genomic.fa	77.3356933889306	318000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG1096.cds_from_genomic.fa	77.5479351780049	324000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG2046.cds_from_genomic.fa	77.0880216146768	333000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG2047.cds_from_genomic.fa	76.8766865759906	246000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG2048.cds_from_genomic.fa	77.1342544478085	303000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG2049.cds_from_genomic.fa	76.7857024296603	246000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG710.cds_from_genomic.fa	77.1703254826303	306000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG712.cds_from_genomic.fa	77.1709489922829	300000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG721.cds_from_genomic.fa	77.3176065133351	276000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG726.cds_from_genomic.fa	77.4420166594961	324000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG730.cds_from_genomic.fa	77.4073399913992	270000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG731.cds_from_genomic.fa	77.8805964216178	336000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG733.cds_from_genomic.fa	77.6281379557752	324000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG736.cds_from_genomic.fa	77.9912386718876	318000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG742.cds_from_genomic.fa	77.7763086463677	312000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	ICBG751.cds_from_genomic.fa	77.3046482691979	348000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	LGSR00000000.cds_from_genomic.fa	77.7807178140811	303000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	NIGB00000000.cds_from_genomic.fa	77.776076407757	318000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	NIGC00000000.cds_from_genomic.fa	77.832803696497	324000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	NIGD00000000.cds_from_genomic.fa	77.4794712794575	303000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	NQYQ00000000.cds_from_genomic.fa	77.9009342782952	315000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	NQYR00000000.cds_from_genomic.fa	77.8635132002016	318000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	NQYS00000000.cds_from_genomic.fa	77.6637682170408	321000
GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	SPDT00000000.1_genomic.cds_from_genomic.fa	77.8243602362757	498000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_000167675.2_v2.0_cds_from_genomic.fna	79.4760205033856	1068000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	80.3683615367907	1443000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	79.5144118762565	1086000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	80.0057818986424	1326000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_001050175.1_Tpara_v1.0_cds_from_genomic.fna	79.3355416879061	1065000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_001481775.2_TGAM01v2_cds_from_genomic.fna	92.4378304274905	2169000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_002022785.1_ASM202278v1_cds_from_genomic.fna	80.0955614846824	1332000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_002838845.1_ASM283884v1_cds_from_genomic.fna	80.1121649867252	1311000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_002894145.1_Tr1_cds_from_genomic.fna	80.1281646770613	1308000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_002894205.1_A5MHv2.1_cds_from_genomic.fna	92.563969173769	2073000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_003012105.1_Trichoderma_arundinaceum_IBT40837_contigs_cds_from_genomic.fna	80.8890572580595	1467000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_003025095.1_Triha_v1.0_cds_from_genomic.fna	79.9984246648889	1350000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_003025105.1_Trias_v._1.0_cds_from_genomic.fna	88.4667522161879	2097000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_003025115.1_Trici_v4.0_cds_from_genomic.fna	79.4444368962716	1122000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_003025155.1_Trilo3_cds_from_genomic.fna	79.1373148123723	972000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_004303015.1_ASM430301v1_genomic.cds_from_genomic.fa	77.4344980878634	315000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_011066345.1_CFAM422_1.0_cds_from_genomic.fna	80.1306732741351	1392000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	GCA_011799845.1.cds_from_genomic.fa	77.4046604976971	357000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG1054.cds_from_genomic.fa	76.9101402090315	276000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG1065.cds_from_genomic.fa	76.5056558050575	258000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG1075.cds_from_genomic.fa	76.6217999913908	267000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG1096.cds_from_genomic.fa	77.2073483787949	279000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG2046.cds_from_genomic.fa	77.5127659002827	264000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG2047.cds_from_genomic.fa	76.6945293231074	225000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG2048.cds_from_genomic.fa	77.1164310256188	261000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG2049.cds_from_genomic.fa	76.8069802530517	228000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG710.cds_from_genomic.fa	76.8554797527553	252000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG712.cds_from_genomic.fa	76.7364560355234	273000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG721.cds_from_genomic.fa	77.0486219418233	246000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG726.cds_from_genomic.fa	77.0320576003226	276000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG730.cds_from_genomic.fa	77.2547281581331	213000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG731.cds_from_genomic.fa	77.4308786429853	267000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG733.cds_from_genomic.fa	77.1943443219388	291000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG736.cds_from_genomic.fa	77.4337386275644	264000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG742.cds_from_genomic.fa	77.198117432884	258000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	ICBG751.cds_from_genomic.fa	77.1937043394355	276000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	LGSR00000000.cds_from_genomic.fa	77.3034604842835	243000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	NIGB00000000.cds_from_genomic.fa	77.2984482669772	261000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	NIGC00000000.cds_from_genomic.fa	77.0171211025537	270000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	NIGD00000000.cds_from_genomic.fa	76.9856189775968	237000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	NQYQ00000000.cds_from_genomic.fa	77.1307252784907	261000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	NQYR00000000.cds_from_genomic.fa	77.1120420366918	264000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	NQYS00000000.cds_from_genomic.fa	77.1436494164203	261000
GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	SPDT00000000.1_genomic.cds_from_genomic.fa	77.1634644243515	447000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_000167675.2_v2.0_cds_from_genomic.fna	99.8843197128588	2100000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	81.6043427450366	1551000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	79.3790346752855	1116000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	81.0734761325233	1521000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_001050175.1_Tpara_v1.0_cds_from_genomic.fna	96.5219306990087	2013000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_001481775.2_TGAM01v2_cds_from_genomic.fna	79.2068776181528	1059000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_002022785.1_ASM202278v1_cds_from_genomic.fna	81.2552623967225	1476000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_002838845.1_ASM283884v1_cds_from_genomic.fna	81.3780879430559	1518000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_002894145.1_Tr1_cds_from_genomic.fna	81.6913188624403	1479000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_002894205.1_A5MHv2.1_cds_from_genomic.fna	79.0903391908043	1041000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_003012105.1_Trichoderma_arundinaceum_IBT40837_contigs_cds_from_genomic.fna	80.2970582004428	1335000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_003025095.1_Triha_v1.0_cds_from_genomic.fna	81.3681894418165	1563000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_003025105.1_Trias_v._1.0_cds_from_genomic.fna	79.1665105956748	1104000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_003025115.1_Trici_v4.0_cds_from_genomic.fna	88.9256017977673	2001000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_003025155.1_Trilo3_cds_from_genomic.fna	89.59034655032	1914000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_004303015.1_ASM430301v1_genomic.cds_from_genomic.fa	76.6502966878801	363000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_011066345.1_CFAM422_1.0_cds_from_genomic.fna	81.1441069273194	1602000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	GCA_011799845.1.cds_from_genomic.fa	77.1514761479114	390000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG1054.cds_from_genomic.fa	78.2671288518275	603000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG1065.cds_from_genomic.fa	78.2075770449067	549000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG1075.cds_from_genomic.fa	78.1902141198762	531000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG1096.cds_from_genomic.fa	78.5293374960735	600000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG2046.cds_from_genomic.fa	77.4029492002061	378000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG2047.cds_from_genomic.fa	77.2260768531218	363000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG2048.cds_from_genomic.fa	77.3301420103083	357000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG2049.cds_from_genomic.fa	77.2139383938229	375000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG710.cds_from_genomic.fa	77.7237791862588	519000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG712.cds_from_genomic.fa	78.0638836211658	513000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG721.cds_from_genomic.fa	78.1417074271526	444000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG726.cds_from_genomic.fa	78.315729288974	594000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG730.cds_from_genomic.fa	78.1454387451159	480000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG731.cds_from_genomic.fa	78.8374974834756	597000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG733.cds_from_genomic.fa	78.6065079960697	600000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG736.cds_from_genomic.fa	78.7810963116431	570000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG742.cds_from_genomic.fa	78.3978654782539	591000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	ICBG751.cds_from_genomic.fa	78.7256719960637	600000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	LGSR00000000.cds_from_genomic.fa	78.7433230722637	507000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	NIGB00000000.cds_from_genomic.fa	78.4924168277974	606000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	NIGC00000000.cds_from_genomic.fa	78.7350144289312	582000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	NIGD00000000.cds_from_genomic.fa	78.2324192667587	576000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	NQYQ00000000.cds_from_genomic.fa	78.7624888255978	564000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	NQYR00000000.cds_from_genomic.fa	78.7304827371203	591000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	NQYS00000000.cds_from_genomic.fa	78.5279713471066	555000
GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	SPDT00000000.1_genomic.cds_from_genomic.fa	77.402098790518	498000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_000167675.2_v2.0_cds_from_genomic.fna	81.107168645879	1464000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_000170995.2_TRIVI_v2.0_cds_from_genomic.fna	86.9639650642365	2061000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_000171015.2_TRIAT_v2.0_cds_from_genomic.fna	79.9296988592271	1317000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_000513815.1_TrireRUTC30_1_cds_from_genomic.fna	81.0989301794548	1491000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_001050175.1_Tpara_v1.0_cds_from_genomic.fna	81.0156100919436	1605000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_001481775.2_TGAM01v2_cds_from_genomic.fna	79.8849718470611	1428000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_002022785.1_ASM202278v1_cds_from_genomic.fna	94.8465241582212	2409000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_002838845.1_ASM283884v1_cds_from_genomic.fna	94.6253077507153	2322000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_002894145.1_Tr1_cds_from_genomic.fna	92.5813926911209	2340000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_002894205.1_A5MHv2.1_cds_from_genomic.fna	79.8960146000022	1356000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_003012105.1_Trichoderma_arundinaceum_IBT40837_contigs_cds_from_genomic.fna	81.6898654095601	1752000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_003025095.1_Triha_v1.0_cds_from_genomic.fna	94.5967713031726	2415000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_003025105.1_Trias_v._1.0_cds_from_genomic.fna	80.1018361273097	1395000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_003025115.1_Trici_v4.0_cds_from_genomic.fna	81.4590882223656	1554000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_003025155.1_Trilo3_cds_from_genomic.fna	80.6073762190953	1413000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_004303015.1_ASM430301v1_genomic.cds_from_genomic.fa	77.1734763718761	381000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_011066345.1_CFAM422_1.0_cds_from_genomic.fna	94.6262054193072	2712000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	GCA_011799845.1.cds_from_genomic.fa	77.2512559643842	402000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG1054.cds_from_genomic.fa	77.2487704854714	366000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG1065.cds_from_genomic.fa	76.9839451849054	312000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG1075.cds_from_genomic.fa	76.8167651305672	327000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG1096.cds_from_genomic.fa	77.2387435421581	372000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG2046.cds_from_genomic.fa	77.0713135065701	333000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG2047.cds_from_genomic.fa	76.9826404173422	282000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG2048.cds_from_genomic.fa	77.2075042023992	285000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG2049.cds_from_genomic.fa	77.0335103013367	291000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG710.cds_from_genomic.fa	77.1116657336007	324000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG712.cds_from_genomic.fa	77.3358558488886	333000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG721.cds_from_genomic.fa	77.5490673828751	276000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG726.cds_from_genomic.fa	77.399190510569	348000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG730.cds_from_genomic.fa	77.2482185113659	324000
GCA_000988865.1_ASM98886v1_cds_from_genomic.fna	ICBG731.cds_from_genomic.fa	77.3356320551652	393000
