id,significant,heatmap_order,desc,type,Description,representation_all,Coral,Higher,Hypomyces_Cladobotryum,Leafcutter,Lower,<NA>
GH28,TRUE,58,"polygalacturonase (EC 3.2.1.15); alpha-L-rhamnosidase (EC 3.2.1.40); exo-polygalacturonase (EC 3.2.1.67); exo-polygalacturonosidase (EC 3.2.1.82); rhamnogalacturonase (EC 3.2.1.171); rhamnogalacturonan alpha-1,2-galacturonohydrolase (EC 3.2.1.173); endo-xylogalacturonan hydrolase (EC 3.2.1.-)",CAZYME,NA,1,1,1,1,1,1,1
GH20,TRUE,59,"beta-hexosaminidase (EC 3.2.1.52); lacto-N-biosidase (EC 3.2.1.140); beta-1,6-N-acetylglucosaminidase) (EC 3.2.1.-); beta-6-SO3-N-acetylglucosaminidase (EC 3.2.1.-)",CAZYME,NA,1,1,1,1,1,1,1
GH2,TRUE,60,beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-),CAZYME,NA,1,1,1,1,1,1,1
GH18,TRUE,61,chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-); Nod factor hydrolase (EC 3.2.1.-); xylanase inhibitor; concanavalin B; narbonin,CAZYME,NA,1,1,1,1,1,1,1
GH16,TRUE,62,"xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); endo-beta-1,4-galactosidase (EC 3.2.1.-)",CAZYME,NA,1,1,1,1,1,1,1
GH128,TRUE,63,"beta-1,3-glucanase (EC 3.2.1.39)",CAZYME,NA,1,1,1,1,1,1,1
GH125,TRUE,64,"exo-alpha-1,6-mannosidase (EC 3.2.1.-)",CAZYME,NA,1,1,1,1,1,1,1
GEL1_ASPFU,TRUE,65,FUNCTION: Splits internally a 1,VIRULENCE,NA,1,1,1,1,1,1,1
CE5,TRUE,66,"acetyl xylan esterase (EC 3.1.1.72); cutinase (EC 3.1.1.74); 1,4-beta-xylosidase (EC 3.2.1.37)",CAZYME,NA,1,1,1,1,1,1,1
abH36,TRUE,67,NA,LED,NA,1,1,1,1,1,1,1
abH34,TRUE,68,NA,LED,NA,1,1,1,1,1,1,1
abH27,TRUE,69,NA,LED,NA,1,1,1,1,1,1,1
abH23,TRUE,70,NA,LED,NA,1,1,1,1,1,1,1
abH11,TRUE,71,NA,LED,NA,1,1,1,1,1,1,1
abH09,TRUE,72,NA,LED,NA,1,1,1,1,1,1,1
abH08,TRUE,73,NA,LED,NA,1,1,1,1,1,1,1
abH07,TRUE,74,NA,LED,NA,1,1,1,1,1,1,1
AA7,TRUE,75,glucooligosaccharide oxidase (EC 1.1.3.-); chitooligosaccharide oxidase (EC 1.1.3.-),CAZYME,NA,1,1,1,1,1,1,1
AA2,TRUE,76,manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-),CAZYME,NA,1,1,1,1,1,1,1
AA11,TRUE,77,AA11 proteins are copper-dependent lytic polysaccharide monooxygenases (LPMOs); cleavage of chitin chains with oxidation of C-1 has been demonstrated for a AA11 LPMO from Aspergillus oryzae;,CAZYME,NA,1,1,1,1,1,1,1
3003942,TRUE,78,abcA,CARD,"AbcA is a multidrug resistant ABC transporter that confers resistance to methicillin, daptomycin, cefotaxime, and moenomycin.",1,1,1,1,1,1,1
A4R566_MAGO7,TRUE,79,Unknown,VIRULENCE,NA,1,1,1,1,1,1,1
GH35,FALSE,80,"beta-galactosidase (EC 3.2.1.23); exo-beta-glucosaminidase (EC 3.2.1.165); exo-beta-1,4-galactanase (EC 3.2.1.-); beta-1,3-galactosidase (EC 3.2.1.-)",CAZYME,NA,0.8,0.6666666666666666,0.8333333333333334,NA,0.7777777777777778,0.75,1
PL7_4,FALSE,81,NA,NA,NA,0.8444444444444444,0.3333333333333333,0.6666666666666666,1,0.8888888888888888,1,1
GH71,TRUE,82,"alpha-1,3-glucanase (EC 3.2.1.59).",CAZYME,NA,0.8888888888888888,0.5,1,1,0.7777777777777778,1,1
GH79,TRUE,83,beta-glucuronidase (EC 3.2.1.31); hyaluronoglucuronidase (EC 3.2.1.36); heparanase (EC 3.2.1.166); baicalin beta-glucuronidase (EC 3.2.1.167); beta-4-O-methyl-glucuronidase (EC 3.2.1.-),CAZYME,NA,0.8666666666666667,0.5,1,1,0.6666666666666666,1,1
GH15,FALSE,84,"glucoamylase (EC 3.2.1.3); glucodextranase (EC 3.2.1.70); alpha,alpha-trehalase (EC 3.2.1.28); dextran dextrinase (EC 2.4.1.2)",CAZYME,NA,0.5555555555555556,0.3333333333333333,0.6666666666666666,NA,0.6666666666666666,NA,0.7647058823529411
abH12,FALSE,85,NA,LED,NA,0.6,0.3333333333333333,NA,0.3333333333333333,0.4444444444444444,0.75,1
LAP2_TRIEQ,FALSE,86,FUNCTION: Extracellular aminopeptidase that releases a wide variety of amino acids from natural peptides and contributes to pathogenicity.,VIRULENCE,NA,0.6222222222222222,0.16666666666666666,0.5,0.6666666666666666,0.4444444444444444,0.5,0.9411764705882353
GH7,TRUE,87,"endo-beta-1,4-glucanase (EC 3.2.1.4); reducing end-acting cellobiohydrolase (EC 3.2.1.176); chitosanase (EC 3.2.1.132); endo-beta-1,3-1,4-glucanase (EC 3.2.1.73)",CAZYME,NA,0.6444444444444445,0.3333333333333333,0.5,NA,0.6666666666666666,0.25,1
Q9C1F9_COCCA,TRUE,88,Unknown,VIRULENCE,NA,0.6666666666666666,0.3333333333333333,0.5,NA,0.6666666666666666,0.5,1
MER0032555,TRUE,89,NA,MEROPS,NA,0.6666666666666666,NA,0.6666666666666666,1,0.7777777777777778,NA,0.9411764705882353
CUTI_PYRBR,TRUE,90,FUNCTION: Catalyzes the hydrolysis of cutin,VIRULENCE,NA,0.6888888888888889,0.3333333333333333,0.6666666666666666,1,1,NA,0.7647058823529411
Q874F3_MAGGR,TRUE,91,SIMILARITY: Belongs to the ABC transporter superfamily.,VIRULENCE,NA,0.7111111111111111,0.3333333333333333,0.5,0.6666666666666666,1,NA,0.9411764705882353
Q8J1W4_CLAPU,TRUE,92,Unknown,VIRULENCE,NA,0.7555555555555555,0.3333333333333333,0.6666666666666666,1,0.8888888888888888,NA,1
abH20,FALSE,93,NA,LED,NA,0.7111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.75,0.7058823529411765
D1MGZ7_BEABA,FALSE,94,SIMILARITY: Belongs to the peptidase S8 family.,VIRULENCE,NA,0.8222222222222222,0.3333333333333333,1,1,1,1,0.7647058823529411
abH06,FALSE,95,NA,LED,NA,0.6,0.3333333333333333,1,0.3333333333333333,0.8888888888888888,0.5,0.47058823529411764
MER0014006,FALSE,96,NA,MEROPS,NA,0.5777777777777777,NA,0.8333333333333334,0.6666666666666666,1,1,0.35294117647058826
MER0080921,FALSE,97,NA,MEROPS,NA,0.8,1,1,1,0.8888888888888888,1,0.5294117647058824
MER0080922,FALSE,98,NA,MEROPS,NA,0.7333333333333333,1,0.8333333333333334,1,1,0.75,0.4117647058823529
MER0625340,FALSE,99,NA,MEROPS,NA,0.7777777777777778,1,0.6666666666666666,1,1,1,0.5294117647058824
A5HF03_MAGGR,FALSE,100,Unknown,VIRULENCE,NA,0.8666666666666667,1,0.8333333333333334,1,1,1,0.7058823529411765
MER0209434,FALSE,101,NA,MEROPS,NA,0.8666666666666667,1,0.8333333333333334,1,1,1,0.7058823529411765
ECM14_ARTOC,FALSE,102,FUNCTION: Probable carboxypeptidase that may be involved in cell wall organization and biogenesis (By similarity).,VIRULENCE,NA,0.7333333333333333,0.5,0.8333333333333334,1,0.8888888888888888,1,0.5882352941176471
MER0308564,FALSE,103,NA,MEROPS,NA,0.6444444444444445,0.5,0.8333333333333334,1,0.8888888888888888,1,0.35294117647058826
abH21,FALSE,104,NA,LED,NA,0.7333333333333333,0.3333333333333333,0.8333333333333334,1,0.6666666666666666,1,0.7647058823529411
CE4,FALSE,105,acetyl xylan esterase (EC 3.1.1.72);  chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).,CAZYME,NA,0.9111111111111111,0.6666666666666666,1,1,1,1,0.8823529411764706
D1MYV6_MAGGR,FALSE,106,SIMILARITY: Contains 3 chitin-binding type-1 domains.,VIRULENCE,NA,0.8666666666666667,0.6666666666666666,1,1,1,1,0.7647058823529411
Q8NJS2_LEPMC,FALSE,107,SIMILARITY: Belongs to the peptidase A1 family.,VIRULENCE,NA,0.6,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.8888888888888888,0.5,0.5882352941176471
MER0314821,TRUE,108,NA,MEROPS,NA,0.6222222222222222,1,0.6666666666666666,0.6666666666666666,1,NA,0.4117647058823529
NPIIC_ARTOC,TRUE,109,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.,VIRULENCE,NA,0.5333333333333333,0.6666666666666666,0.6666666666666666,1,0.8888888888888888,NA,0.29411764705882354
abH33,FALSE,110,NA,LED,NA,0.7777777777777778,0.5,1,0.6666666666666666,1,0.5,0.7647058823529411
MER0472968,FALSE,111,NA,MEROPS,NA,0.8222222222222222,0.5,1,0.6666666666666666,1,0.5,0.8823529411764706
MER0211021,FALSE,112,NA,MEROPS,NA,0.8444444444444444,0.6666666666666666,0.8333333333333334,1,1,NA,1
Q705V7_USTMD,FALSE,113,Unknown,VIRULENCE,NA,0.7777777777777778,0.6666666666666666,1,0.6666666666666666,1,NA,0.8235294117647058
GT15,FALSE,114,"glycolipid 2-alpha-mannosyltransferase (EC 2.4.1.131); GDP-Man: alpha-1,2-mannosyltransferase (EC 2.4.1.-).",CAZYME,NA,0.7555555555555555,0.8333333333333334,0.8333333333333334,NA,0.7777777777777778,0.25,0.9411764705882353
GH5_7,FALSE,115,NA,NA,NA,0.8444444444444444,0.6666666666666666,0.8333333333333334,NA,1,1,0.9411764705882353
A4RJR0_MAGO7,FALSE,116,Unknown,VIRULENCE,NA,0.9111111111111111,1,0.8333333333333334,0.6666666666666666,1,1,0.8823529411764706
MER0035648,FALSE,117,NA,MEROPS,NA,0.8444444444444444,0.6666666666666666,0.8333333333333334,NA,1,1,0.9411764705882353
O59937_FUSOX,FALSE,118,SIMILARITY: Belongs to the glycosyl hydrolase 10 (cellulase F) family.,VIRULENCE,NA,0.9111111111111111,1,0.8333333333333334,NA,1,1,1
LAP2_ARTOC,FALSE,119,FUNCTION: Extracellular aminopeptidase that releases a wide variety of amino acids from natural peptides and contributes to pathogenicity.,VIRULENCE,NA,0.6888888888888889,0.6666666666666666,1,0.3333333333333333,1,0.5,0.5294117647058824
MER0032938,FALSE,120,NA,MEROPS,NA,0.8,0.6666666666666666,0.8333333333333334,0.6666666666666666,1,1,0.7058823529411765
MER0204750,FALSE,121,NA,MEROPS,NA,0.7555555555555555,1,0.8333333333333334,0.6666666666666666,0.8888888888888888,1,0.5294117647058824
3004584,FALSE,122,tet(50),CARD,A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.,0.13333333333333333,NA,0.16666666666666666,NA,0.1111111111111111,0.25,0.17647058823529413
MER0496069,TRUE,123,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER1007435,TRUE,124,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
E9EJV1_METAR,TRUE,125,Unknown,VIRULENCE,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
MER0064151,TRUE,126,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
3004035,FALSE,127,tetA(60),CARD,"tetA(60) is a subunit of tetAB(60), an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli, which is required for resistance.",0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
MER0064130,FALSE,128,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER1175858,TRUE,129,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
MER1073104,TRUE,130,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
3002522,TRUE,131,novA,CARD,"A type III ABC transporter, identified on the novobiocin biosynthetic gene cluster, involved in the transport and resistance of novobiocin.",0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
MER0976651,TRUE,132,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
MER1178639,TRUE,133,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
SUB5_ARTBC,TRUE,134,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER0064233,TRUE,135,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER1179079,TRUE,136,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER0064746,TRUE,137,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER0975454,TRUE,138,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
Q6TDT0_CRYGA,TRUE,139,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).,VIRULENCE,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER0983684,FALSE,140,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER0536151,TRUE,141,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER1073477,TRUE,142,NA,MEROPS,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
CTSD_ARTBC,FALSE,143,FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).,VIRULENCE,NA,0.26666666666666666,NA,NA,NA,0.1111111111111111,0.5,0.5294117647058824
LAP1_TRIVH,FALSE,144,FUNCTION: Extracellular aminopeptidase which contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.3111111111111111,0.3333333333333333,NA,0.3333333333333333,NA,0.25,0.5882352941176471
MER0032162,FALSE,145,NA,MEROPS,NA,0.2,NA,NA,NA,NA,NA,0.5294117647058824
MER0378848,FALSE,146,NA,MEROPS,NA,0.26666666666666666,0.6666666666666666,NA,0.3333333333333333,NA,NA,0.4117647058823529
OPSB_TRIVH,FALSE,147,FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).,VIRULENCE,NA,0.2222222222222222,0.3333333333333333,0.16666666666666666,NA,NA,NA,0.4117647058823529
