KKP00652.1	96d16e2a21e6c2cd3658a81b19299b45	827	Pfam	PF13637	Ankyrin repeats (many copies)	399	440	5.4E-7	T	04-07-2020
KKP01111.1	1f2ebd1f234970169ff640fc0120608b	553	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	59	93	2.3E-8	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
KKP07567.1	6662d7b7907ce590fc5b293e9b0f6858	987	Pfam	PF05188	MutS domain II	240	288	7.9E-8	T	04-07-2020	IPR007860	DNA mismatch repair protein MutS, connector domain	GO:0005524|GO:0006298|GO:0030983	
KKP07567.1	6662d7b7907ce590fc5b293e9b0f6858	987	Pfam	PF01624	MutS domain I	93	198	1.8E-19	T	04-07-2020	IPR007695	DNA mismatch repair protein MutS-like, N-terminal	GO:0005524|GO:0006298|GO:0030983	Reactome: R-HSA-5632928
KKP07567.1	6662d7b7907ce590fc5b293e9b0f6858	987	Pfam	PF05192	MutS domain III	376	726	1.3E-45	T	04-07-2020	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524|GO:0006298|GO:0030983	
KKP07567.1	6662d7b7907ce590fc5b293e9b0f6858	987	Pfam	PF00488	MutS domain V	783	974	2.3E-70	T	04-07-2020	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524|GO:0006298|GO:0030983	
KKP01525.1	caa741b3d118013656a5bb1331ad5b00	225	Pfam	PF01981	Peptidyl-tRNA hydrolase PTH2	106	225	1.3E-45	T	04-07-2020	IPR002833	Peptidyl-tRNA hydrolase, PTH2	GO:0004045	MetaCyc: PWY-6308
KKP06135.1	8322749d8356b4b737ecc9aeaa9a2530	230	Pfam	PF12838	4Fe-4S dicluster domain	130	184	1.6E-12	T	04-07-2020	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain		
KKP07512.1	841d67c2fbdedf7466eb6f2909191c3b	1338	Pfam	PF01048	Phosphorylase superfamily	10	289	7.6E-10	T	04-07-2020	IPR000845	Nucleoside phosphorylase domain	GO:0003824|GO:0009116	
KKP07512.1	841d67c2fbdedf7466eb6f2909191c3b	1338	Pfam	PF05729	NACHT domain	382	544	2.4E-8	T	04-07-2020	IPR007111	NACHT nucleoside triphosphatase		
KKP07512.1	841d67c2fbdedf7466eb6f2909191c3b	1338	Pfam	PF12796	Ankyrin repeats (3 copies)	817	880	1.2E-11	T	04-07-2020	IPR020683	Ankyrin repeat-containing domain		
KKP07512.1	841d67c2fbdedf7466eb6f2909191c3b	1338	Pfam	PF12796	Ankyrin repeats (3 copies)	883	943	1.8E-9	T	04-07-2020	IPR020683	Ankyrin repeat-containing domain		
KKP05656.1	4cd723d3cadd7f861a1ba1724372ce5b	243	SignalP_EUK	SignalP-noTM		1	21	-	T	04-07-2020
KKO98722.1	3152ed593cffa9eb95aafbf17138af37	410	Pfam	PF05147	Lanthionine synthetase C-like protein	52	317	2.2E-24	T	04-07-2020	IPR007822	Lanthionine synthetase C-like		
KKP06657.1	eef52e3d4afe4f304656390965e8b2db	428	Pfam	PF14378	PAP2 superfamily	232	380	8.0E-28	T	04-07-2020	IPR026841	Inositolphosphotransferase Aur1/Ipt1		
KKP06657.1	eef52e3d4afe4f304656390965e8b2db	428	Pfam	PF14378	PAP2 superfamily	160	213	2.6E-8	T	04-07-2020	IPR026841	Inositolphosphotransferase Aur1/Ipt1		
KKP06657.1	eef52e3d4afe4f304656390965e8b2db	428	SignalP_EUK	SignalP-noTM		1	22	-	T	04-07-2020
KKO98271.1	a02bb21313cdd03d5eca1f0ac46b1d45	290	Pfam	PF12417	Zinc finger protein	196	256	5.1E-10	T	04-07-2020	IPR022137	Protein of unknown function DUF3669, zinc finger protein		Reactome: R-HSA-212436
KKO99815.1	e49cf0f9bb94b4b71c020f8cfa3cca51	242	Pfam	PF08787	Alginate lyase	33	231	2.3E-30	T	04-07-2020	IPR014895	Alginate lyase 2		
KKO99815.1	e49cf0f9bb94b4b71c020f8cfa3cca51	242	SignalP_EUK	SignalP-noTM		1	22	-	T	04-07-2020
KKP03538.1	b388fce70d59b054926b2e05bd044091	674	Pfam	PF06985	Heterokaryon incompatibility protein (HET)	205	366	3.2E-24	T	04-07-2020	IPR010730	Heterokaryon incompatibility		
KKP00422.1	620588348f3bc184055c599f1d59363e	629	Pfam	PF06087	Tyrosyl-DNA phosphodiesterase	186	617	1.9E-75	T	04-07-2020	IPR010347	Tyrosyl-DNA phosphodiesterase I	GO:0005634|GO:0006281|GO:0008081	Reactome: R-HSA-5693571
KKP00681.1	77f61c71ba9f3659c05f9ba365051253	822	Pfam	PF03143	Elongation factor Tu C-terminal domain	755	820	2.6E-9	T	04-07-2020	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal		
KKP00681.1	77f61c71ba9f3659c05f9ba365051253	822	Pfam	PF08938	HBS1 N-terminus	9	84	1.7E-24	T	04-07-2020	IPR015033	HBS1-like protein, N-terminal		Reactome: R-HSA-429958
KKP00681.1	77f61c71ba9f3659c05f9ba365051253	822	Pfam	PF03144	Elongation factor Tu domain 2	655	721	2.2E-7	T	04-07-2020	IPR004161	Translation elongation factor EFTu-like, domain 2	GO:0005525	
KKP00681.1	77f61c71ba9f3659c05f9ba365051253	822	Pfam	PF00009	Elongation factor Tu GTP binding domain	414	605	9.2E-48	T	04-07-2020	IPR000795	Transcription factor, GTP-binding domain	GO:0003924|GO:0005525	
KKP01791.1	ddeb78e4bd916eb9acb6fd405f902396	492	Pfam	PF00083	Sugar (and other) transporter	15	479	7.6E-80	T	04-07-2020	IPR005828	Major facilitator,  sugar transporter-like	GO:0016021|GO:0022857|GO:0055085	
KKO97424.1	63e7d7e77098a74eab4d8f2683a71164	364	Pfam	PF07542	ATP12 chaperone protein	85	228	3.1E-41	T	04-07-2020	IPR011419	ATP12, ATP synthase F1-assembly protein	GO:0043461	
KKO98829.1	aca27d92e8182a75c039b9592eb98c41	457	Pfam	PF00171	Aldehyde dehydrogenase family	25	454	8.3E-151	T	04-07-2020	IPR015590	Aldehyde dehydrogenase domain	GO:0016491|GO:0055114	
KKP01146.1	4f5a5bc10d4fb4390c370ca42b38b3a9	363	Pfam	PF00134	Cyclin, N-terminal domain	85	189	1.7E-14	T	04-07-2020	IPR006671	Cyclin, N-terminal		
KKP04404.1	4c3563f811bca7d5521c71a12c0571e1	706	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	17	53	4.0E-5	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
KKP04404.1	4c3563f811bca7d5521c71a12c0571e1	706	Pfam	PF04082	Fungal specific transcription factor domain	312	406	1.2E-5	T	04-07-2020	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0005634|GO:0006351|GO:0008270	
KKO97009.1	8569a326e83e01cb441d313e447cd091	554	Pfam	PF08512	Histone chaperone Rttp106-like	244	336	2.1E-27	T	04-07-2020	IPR013719	Domain of unknown function DUF1747		Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955
KKO99248.1	0c4319530758dd2e801a1555d6f5e1aa	70	Pfam	PF02238	Cytochrome c oxidase subunit VII	8	62	6.4E-20	T	04-07-2020	IPR039297	Cytochrome c oxidase subunit VII		
KKO98220.1	8425bcc1c6cd7cbea3118f26c4a8a711	570	Pfam	PF03531	Structure-specific recognition protein (SSRP1)	104	190	3.4E-27	T	04-07-2020	IPR024954	SSRP1 domain		Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955
KKO98220.1	8425bcc1c6cd7cbea3118f26c4a8a711	570	Pfam	PF08512	Histone chaperone Rttp106-like	377	469	3.8E-22	T	04-07-2020	IPR013719	Domain of unknown function DUF1747		Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955
KKO98220.1	8425bcc1c6cd7cbea3118f26c4a8a711	570	Pfam	PF17292	POB3-like N-terminal PH domain	6	97	6.5E-30	T	04-07-2020	IPR035417	FACT complex subunit POB3-like, N-terminal PH domain		Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955
KKP01277.1	9f58d08ca01cc06b72e946daa667f714	822	Pfam	PF04082	Fungal specific transcription factor domain	437	548	4.0E-9	T	04-07-2020	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0005634|GO:0006351|GO:0008270	
KKP02073.1	8a926716256e154e6e70db8ee6f8aa20	335	Pfam	PF02353	Mycolic acid cyclopropane synthetase	140	333	1.9E-49	T	04-07-2020
KKO99031.1	3ecf1593e8923aed346aade94bb3df5c	429	Pfam	PF00155	Aminotransferase class I and II	40	420	2.2E-60	T	04-07-2020	IPR004839	Aminotransferase, class I/classII	GO:0009058|GO:0030170	
KKO98261.1	bb52bc78fb8cf2a4e1a8b2d0eb2c4096	126	Pfam	PF02036	SCP-2 sterol transfer family	18	118	1.6E-24	T	04-07-2020	IPR003033	SCP2 sterol-binding domain		
KKP00300.1	0a9a3efeceed4bce601c769dda3df4cb	193	Pfam	PF13302	Acetyltransferase (GNAT) domain	16	154	6.4E-14	T	04-07-2020	IPR000182	GNAT domain	GO:0008080	
KKO97602.1	2cfcebc6531f081eb199409b80f93a5e	538	Pfam	PF07732	Multicopper oxidase	51	155	1.1E-25	T	04-07-2020	IPR011707	Multicopper oxidase, type 3	GO:0005507	
KKO97602.1	2cfcebc6531f081eb199409b80f93a5e	538	SignalP_EUK	SignalP-noTM		1	21	-	T	04-07-2020
KKO97602.1	2cfcebc6531f081eb199409b80f93a5e	538	Pfam	PF07731	Multicopper oxidase	368	495	2.9E-18	T	04-07-2020	IPR011706	Multicopper oxidase, type 2	GO:0005507|GO:0016491|GO:0055114	
KKO97602.1	2cfcebc6531f081eb199409b80f93a5e	538	Pfam	PF00394	Multicopper oxidase	166	322	4.2E-22	T	04-07-2020	IPR001117	Multicopper oxidase, type 1	GO:0055114	
KKP00060.1	ac8f5fb3515f1318063af1f0597c10a2	319	Pfam	PF10294	Lysine methyltransferase	74	165	4.0E-6	T	04-07-2020	IPR019410	Lysine methyltransferase		
KKP02047.1	7d08a06db722ca94cfa0cc925a620b0d	258	SignalP_EUK	SignalP-noTM		1	20	-	T	04-07-2020
KKP02047.1	7d08a06db722ca94cfa0cc925a620b0d	258	Pfam	PF00081	Iron/manganese superoxide dismutases, alpha-hairpin domain	51	132	1.3E-32	T	04-07-2020	IPR019831	Manganese/iron superoxide dismutase, N-terminal	GO:0004784|GO:0006801|GO:0046872|GO:0055114	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505|Reactome: R-HSA-9615017
KKP02047.1	7d08a06db722ca94cfa0cc925a620b0d	258	Pfam	PF02777	Iron/manganese superoxide dismutases, C-terminal domain	146	242	5.7E-35	T	04-07-2020	IPR019832	Manganese/iron superoxide dismutase, C-terminal	GO:0004784|GO:0006801|GO:0046872|GO:0055114	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505|Reactome: R-HSA-9615017
KKO98426.1	b12e18ccd3965f79fc0d1ba5b0773793	868	Pfam	PF04679	ATP dependent DNA ligase C terminal region	717	833	1.1E-27	T	04-07-2020	IPR012309	DNA ligase, ATP-dependent, C-terminal	GO:0003910|GO:0006281|GO:0006310	
KKO98426.1	b12e18ccd3965f79fc0d1ba5b0773793	868	Pfam	PF04675	DNA ligase N terminus	224	415	3.9E-44	T	04-07-2020	IPR012308	DNA ligase, ATP-dependent, N-terminal	GO:0003677|GO:0003910|GO:0006281|GO:0006310	
KKO98426.1	b12e18ccd3965f79fc0d1ba5b0773793	868	Pfam	PF01068	ATP dependent DNA ligase domain	481	692	8.2E-62	T	04-07-2020	IPR012310	DNA ligase, ATP-dependent, central	GO:0003910|GO:0005524|GO:0006281|GO:0006310	
KKP02793.1	af1b7dd89de48fc509879d7983341a39	212	Pfam	PF11807	Domain of unknown function (DUF3328)	6	184	1.6E-41	T	04-07-2020	IPR021765	Mycotoxin biosynthesis protein UstYa-like	GO:0043386	
KKO99632.1	d8734555a662b7e7aaad110a7b381b07	214	Pfam	PF01423	LSM domain	9	91	7.5E-18	T	04-07-2020	IPR001163	LSM domain, eukaryotic/archaea-type		
KKO98468.1	0d5571af14c85a30f33e3c159304850a	372	Pfam	PF01728	FtsJ-like methyltransferase	112	293	4.4E-12	T	04-07-2020	IPR002877	Ribosomal RNA methyltransferase FtsJ domain	GO:0008168|GO:0032259	
KKO96537.1	727322ab54918219562da49c2171739e	671	Pfam	PF13414	TPR repeat	417	456	1.1E-6	T	04-07-2020
KKO96537.1	727322ab54918219562da49c2171739e	671	Pfam	PF04049	Anaphase promoting complex subunit 8 / Cdc23	11	185	3.3E-55	T	04-07-2020	IPR007192	Cdc23	GO:0005680|GO:0030071	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168
KKO96537.1	727322ab54918219562da49c2171739e	671	Pfam	PF13181	Tetratricopeptide repeat	377	409	0.037	T	04-07-2020	IPR019734	Tetratricopeptide repeat	GO:0005515	
KKO96537.1	727322ab54918219562da49c2171739e	671	Pfam	PF13181	Tetratricopeptide repeat	536	561	0.0037	T	04-07-2020	IPR019734	Tetratricopeptide repeat	GO:0005515	
KKO99136.1	f0d4dd2c8d918dff350603e95985bf55	1119	Pfam	PF05773	RWD domain	558	703	3.2E-6	T	04-07-2020	IPR006575	RWD domain	GO:0005515	
KKP04438.1	1528e7df1b17d1286a640c92fc59c205	174	Pfam	PF06766	Fungal hydrophobin	111	172	1.5E-20	T	04-07-2020	IPR010636	Cerato-ulmin hydrophobin family	GO:0005576	
KKP04438.1	1528e7df1b17d1286a640c92fc59c205	174	SignalP_EUK	SignalP-noTM		1	16	-	T	04-07-2020
KKP06544.1	4555dea6d7275cfbdb7d9b35b58c0024	1768	Pfam	PF00173	Cytochrome b5-like Heme/Steroid binding domain	798	863	2.0E-10	T	04-07-2020	IPR001199	Cytochrome b5-like heme/steroid binding domain		
KKP06544.1	4555dea6d7275cfbdb7d9b35b58c0024	1768	Pfam	PF03142	Chitin synthase	1047	1552	2.8E-226	T	04-07-2020
KKP06544.1	4555dea6d7275cfbdb7d9b35b58c0024	1768	Pfam	PF08766	DEK C terminal domain	1712	1765	1.9E-15	T	04-07-2020	IPR014876	DEK, C-terminal		
KKP02863.1	f5cac03d0693274f478f8c390a3cd772	244	Pfam	PF02629	CoA binding domain	5	43	4.8E-6	T	04-07-2020	IPR003781	CoA-binding	GO:0048037	
KKP02863.1	f5cac03d0693274f478f8c390a3cd772	244	Pfam	PF00549	CoA-ligase	92	216	1.0E-16	T	04-07-2020	IPR005811	ATP-citrate lyase/succinyl-CoA ligase	GO:0003824	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384
KKP04282.1	6ebd51d13e1bd810bae4ddc8d3375fea	1098	Pfam	PF03810	Importin-beta N-terminal domain	32	89	2.2E-5	T	04-07-2020	IPR001494	Importin-beta, N-terminal domain	GO:0006886|GO:0008536	
KKP04282.1	6ebd51d13e1bd810bae4ddc8d3375fea	1098	Pfam	PF13513	HEAT-like repeat	356	407	2.0E-8	T	04-07-2020
KKO97374.1	d7edc93393b5868fb7413b441542dea9	633	Pfam	PF02450	Lecithin:cholesterol acyltransferase	156	582	9.0E-103	T	04-07-2020	IPR003386	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase	GO:0006629|GO:0008374	
KKO98190.1	9bcbbd86db7345859846bd0a7cfebb65	661	Pfam	PF00026	Eukaryotic aspartyl protease	59	392	2.2E-16	T	04-07-2020	IPR033121	Peptidase family A1 domain		
KKO98190.1	9bcbbd86db7345859846bd0a7cfebb65	661	SignalP_EUK	SignalP-noTM		1	22	-	T	04-07-2020
KKP00042.1	3c03db646a64e2a4e402217a4b39e7a4	697	Pfam	PF06985	Heterokaryon incompatibility protein (HET)	117	179	3.8E-6	T	04-07-2020	IPR010730	Heterokaryon incompatibility		
KKO98980.1	78f5fc173fd6bd6c6cdbc20c09e150ee	95	SignalP_EUK	SignalP-noTM		1	16	-	T	04-07-2020
KKP07809.1	52c5f5d613fcdaf2f027902cbbc5f4d3	450	Pfam	PF02458	Transferase family	128	431	2.8E-16	T	04-07-2020	IPR003480	Transferase	GO:0016747	
KKO96487.1	7bd7900d9a2493c0f74c65d37af6b20f	272	Pfam	PF14234	Domain of unknown function (DUF4336)	38	180	1.8E-8	T	04-07-2020	IPR025638	Protein of unknown function DUF4336		
KKP05709.1	843bbcc593edf28028d5f952ffef3c35	1092	Pfam	PF16862	Glycosyl hydrolase family 79 C-terminal beta domain	402	506	1.2E-18	T	04-07-2020	IPR031728	Beta-glucuronidase, C-terminal		KEGG: 00040+3.2.1.31|KEGG: 00531+3.2.1.31|KEGG: 00860+3.2.1.31|KEGG: 00944+3.2.1.31|KEGG: 00983+3.2.1.31|MetaCyc: PWY-7247|MetaCyc: PWY-7445
KKP05709.1	843bbcc593edf28028d5f952ffef3c35	1092	Pfam	PF07690	Major Facilitator Superfamily	614	891	1.3E-9	T	04-07-2020	IPR011701	Major facilitator superfamily	GO:0055085	
KKP06756.1	fa42e848235602f7a25affb823c5c05d	211	Pfam	PF10273	Pre-rRNA-processing protein TSR2	19	113	1.4E-34	T	04-07-2020	IPR019398	Pre-rRNA-processing protein TSR2		
KKP04950.1	e7cb14d6302f39f533a6245036e44237	507	Pfam	PF07690	Major Facilitator Superfamily	62	438	5.2E-37	T	04-07-2020	IPR011701	Major facilitator superfamily	GO:0055085	
KKP03522.1	14a81303edf162b60afaa14d0e32a07a	338	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	106	332	2.8E-50	T	04-07-2020
KKO97047.1	e90c8373f1341657bcf774811e6ffeaa	982	Pfam	PF12451	Vacuolar protein sorting protein 11 C terminal	930	974	4.2E-18	T	04-07-2020	IPR024763	Vacuolar protein sorting protein 11, C-terminal		
KKO97047.1	e90c8373f1341657bcf774811e6ffeaa	982	Pfam	PF17122	Zinc-finger	887	926	4.6E-7	T	04-07-2020	IPR001841	Zinc finger, RING-type		
KKO97047.1	e90c8373f1341657bcf774811e6ffeaa	982	Pfam	PF00637	Region in Clathrin and VPS	407	539	9.1E-21	T	04-07-2020	IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat	GO:0006886|GO:0016192	
KKO97853.1	8d21e0a2362e56c6fcf688dda4e11764	696	Pfam	PF02780	Transketolase, C-terminal domain	563	617	1.1E-7	T	04-07-2020	IPR033248	Transketolase, C-terminal domain		
KKO97853.1	8d21e0a2362e56c6fcf688dda4e11764	696	Pfam	PF02779	Transketolase, pyrimidine binding domain	377	540	9.0E-35	T	04-07-2020	IPR005475	Transketolase-like, pyrimidine-binding domain		
KKO97853.1	8d21e0a2362e56c6fcf688dda4e11764	696	Pfam	PF00456	Transketolase, thiamine diphosphate binding domain	23	360	1.7E-97	T	04-07-2020	IPR005474	Transketolase, N-terminal		KEGG: 00730+2.2.1.7|KEGG: 00900+2.2.1.7|MetaCyc: PWY-6891|MetaCyc: PWY-6892|MetaCyc: PWY-7560
KKP04686.1	6f7d0992944e5f0db10a70ae1c0bf982	853	Pfam	PF08774	VRR-NUC domain	730	844	1.4E-23	T	04-07-2020	IPR014883	VRR-NUC domain	GO:0016788	Reactome: R-HSA-6783310
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF13602	Zinc-binding dehydrogenase	2111	2237	3.7E-16	T	04-07-2020
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF00109	Beta-ketoacyl synthase, N-terminal domain	10	260	1.3E-68	T	04-07-2020	IPR014030	Beta-ketoacyl synthase, N-terminal		
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF16197	Ketoacyl-synthetase C-terminal extension	395	521	1.2E-17	T	04-07-2020	IPR032821	Ketoacyl-synthetase, C-terminal extension		Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF08242	Methyltransferase domain	1506	1612	8.3E-10	T	04-07-2020	IPR013217	Methyltransferase type 12		
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF14765	Polyketide synthase dehydratase	1003	1311	1.7E-57	T	04-07-2020	IPR020807	Polyketide synthase, dehydratase domain		Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF02801	Beta-ketoacyl synthase, C-terminal domain	269	392	1.3E-35	T	04-07-2020	IPR014031	Beta-ketoacyl synthase, C-terminal		
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF08659	KR domain	2261	2449	3.7E-59	T	04-07-2020	IPR013968	Polyketide synthase, ketoreductase domain		Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558
KKP02310.1	75227381571e791fe4937f80d6ef330e	2640	Pfam	PF00698	Acyl transferase domain	588	896	3.4E-46	T	04-07-2020	IPR014043	Acyl transferase		
KKP05919.1	496dbf2564a4f90b7eb4f965154b1eb5	353	Pfam	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	120	196	5.0E-10	T	04-07-2020	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	GO:0051287|GO:0055114	
KKP05919.1	496dbf2564a4f90b7eb4f965154b1eb5	353	Pfam	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	231	320	3.5E-30	T	04-07-2020	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	GO:0051287|GO:0055114	
KKO97828.1	216fa97c96a98566c66e94f4a10b6a5b	680	Pfam	PF18101	Pan3 Pseudokinase domain	533	670	4.3E-65	T	04-07-2020	IPR041332	Pan3 pseudokinase domain		Reactome: R-HSA-429947
KKP01412.1	83b2226fc63fe91073a2894a85f34f38	1501	Pfam	PF14510	ABC-transporter N-terminal	78	157	1.0E-16	T	04-07-2020	IPR029481	ABC-transporter N-terminal domain		
KKP01412.1	83b2226fc63fe91073a2894a85f34f38	1501	Pfam	PF01061	ABC-2 type transporter	505	715	2.2E-43	T	04-07-2020	IPR013525	ABC-2 type transporter	GO:0016020	Reactome: R-HSA-1369062
KKP01412.1	83b2226fc63fe91073a2894a85f34f38	1501	Pfam	PF01061	ABC-2 type transporter	1176	1391	1.8E-49	T	04-07-2020	IPR013525	ABC-2 type transporter	GO:0016020	Reactome: R-HSA-1369062
KKP01412.1	83b2226fc63fe91073a2894a85f34f38	1501	Pfam	PF06422	CDR ABC transporter	732	815	2.8E-32	T	04-07-2020	IPR010929	CDR ABC transporter	GO:0005524|GO:0016021|GO:0042626|GO:0055085	
KKP01412.1	83b2226fc63fe91073a2894a85f34f38	1501	Pfam	PF00005	ABC transporter	183	339	4.7E-13	T	04-07-2020	IPR003439	ABC transporter-like	GO:0005524|GO:0016887	
KKP01412.1	83b2226fc63fe91073a2894a85f34f38	1501	Pfam	PF00005	ABC transporter	876	1027	2.4E-16	T	04-07-2020	IPR003439	ABC transporter-like	GO:0005524|GO:0016887	
