KAF3066796.1	78aacccc172f584ae7ffbd148ae3d416	340	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	28	89	2.6E-5	T	04-07-2020	IPR013154	Alcohol dehydrogenase, N-terminal	GO:0055114	
KAF3073372.1	4119ac0823e361f19e52453f3770b052	327	Pfam	PF00106	short chain dehydrogenase	30	152	1.3E-15	T	04-07-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
KAF3059180.1	cdca0ba60d7c877c7e2f01e3cba9ed34	758	Pfam	PF00083	Sugar (and other) transporter	122	550	7.8E-48	T	04-07-2020	IPR005828	Major facilitator,  sugar transporter-like	GO:0016021|GO:0022857|GO:0055085	
KAF3055431.1	835dcf050ebe54d4cb99fccb63c59cd6	610	Pfam	PF01532	Glycosyl hydrolase family 47	144	604	7.5E-173	T	04-07-2020	IPR001382	Glycoside hydrolase family 47	GO:0004571|GO:0005509|GO:0016020	
KAF3066827.1	0c4319530758dd2e801a1555d6f5e1aa	70	Pfam	PF02238	Cytochrome c oxidase subunit VII	8	62	6.4E-20	T	04-07-2020	IPR039297	Cytochrome c oxidase subunit VII		
KAF3071722.1	ac522a92d286b17eb39fe802953824bc	355	Pfam	PF00177	Ribosomal protein S7p/S5e	183	341	7.8E-24	T	04-07-2020	IPR023798	Ribosomal protein S7 domain		
KAF3072263.1	3ebe16aae6ced8b3f12585ad7cd9f429	529	Pfam	PF06813	Nodulin-like	14	198	8.2E-13	T	04-07-2020	IPR010658	Nodulin-like		
KAF3063156.1	fe7738cfb2a2f4cce0b300c4e2fbc50b	147	Pfam	PF10000	ACT domain	8	77	1.3E-22	T	04-07-2020	IPR018717	Domain of unknown function DUF2241		
KAF3074775.1	1ea10cad785c86163b0960e241b7a0ca	643	Pfam	PF04082	Fungal specific transcription factor domain	249	376	4.2E-10	T	04-07-2020	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0005634|GO:0006351|GO:0008270	
KAF3074775.1	1ea10cad785c86163b0960e241b7a0ca	643	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	5	39	1.8E-8	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
KAF3071812.1	963ad6108b990a57262901983fcef709	394	Pfam	PF01331	mRNA capping enzyme, catalytic domain	48	243	2.5E-53	T	04-07-2020	IPR001339	mRNA capping enzyme, catalytic domain	GO:0004484|GO:0006370	MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075
KAF3071812.1	963ad6108b990a57262901983fcef709	394	Pfam	PF03919	mRNA capping enzyme, C-terminal domain	247	370	2.5E-34	T	04-07-2020	IPR013846	mRNA capping enzyme, C-terminal		MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075
KAF3069937.1	13dd14dd5cf53dac914350627d76c686	628	Pfam	PF10022	Uncharacterized protein conserved in bacteria (DUF2264)	21	365	3.1E-120	T	04-07-2020	IPR016624	Uncharacterised conserved protein UCP014753		
KAF3066198.1	09fa1927d537aabf076bbdffbcef28ea	538	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	13	45	3.4E-7	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
KAF3066198.1	09fa1927d537aabf076bbdffbcef28ea	538	Pfam	PF04082	Fungal specific transcription factor domain	145	355	5.2E-11	T	04-07-2020	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0005634|GO:0006351|GO:0008270	
KAF3074996.1	a75594d5de4e5b88b095f8a764a74157	1187	Pfam	PF08389	Exportin 1-like protein	212	356	8.9E-42	T	04-07-2020	IPR013598	Exportin-1/Importin-beta-like		
KAF3074996.1	a75594d5de4e5b88b095f8a764a74157	1187	Pfam	PF18787	CRM1 / Exportin repeat 3	592	642	2.3E-27	T	04-07-2020	IPR040485	Exportin-1, repeat 3		Reactome: R-HSA-141444|Reactome: R-HSA-165054|Reactome: R-HSA-168333|Reactome: R-HSA-2173788|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3769402|Reactome: R-HSA-450520|Reactome: R-HSA-5663220|Reactome: R-HSA-5687128|Reactome: R-HSA-68877|Reactome: R-HSA-69273|Reactome: R-HSA-9634638
KAF3074996.1	a75594d5de4e5b88b095f8a764a74157	1187	Pfam	PF18777	Chromosome region maintenance or exportin repeat	439	474	5.1E-19	T	04-07-2020	IPR041123	Chromosome region maintenance repeat		Reactome: R-HSA-141444|Reactome: R-HSA-165054|Reactome: R-HSA-168333|Reactome: R-HSA-2173788|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3769402|Reactome: R-HSA-450520|Reactome: R-HSA-5663220|Reactome: R-HSA-5687128|Reactome: R-HSA-68877|Reactome: R-HSA-69273|Reactome: R-HSA-9634638
KAF3074996.1	a75594d5de4e5b88b095f8a764a74157	1187	Pfam	PF08767	CRM1 C terminal	816	1145	1.9E-132	T	04-07-2020	IPR014877	Exportin-1, C-terminal	GO:0005049	
KAF3074996.1	a75594d5de4e5b88b095f8a764a74157	1187	Pfam	PF18784	CRM1 / Exportin repeat 2	512	579	1.2E-32	T	04-07-2020	IPR041235	Exportin-1, repeat 2		Reactome: R-HSA-141444|Reactome: R-HSA-165054|Reactome: R-HSA-168333|Reactome: R-HSA-2173788|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3769402|Reactome: R-HSA-450520|Reactome: R-HSA-5663220|Reactome: R-HSA-5687128|Reactome: R-HSA-68877|Reactome: R-HSA-69273|Reactome: R-HSA-9634638
KAF3074996.1	a75594d5de4e5b88b095f8a764a74157	1187	Pfam	PF03810	Importin-beta N-terminal domain	117	200	8.5E-8	T	04-07-2020	IPR001494	Importin-beta, N-terminal domain	GO:0006886|GO:0008536	
KAF3066784.1	efe4174fdff116326a0d4ef018d42c78	524	Pfam	PF00316	Fructose-1-6-bisphosphatase, N-terminal domain	28	173	4.0E-23	T	04-07-2020	IPR033391	Fructose-1-6-bisphosphatase class I, N-terminal		KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484|Reactome: R-HSA-70263
KAF3070143.1	829aa255f69cf6cd6480b404e39e6201	535	Pfam	PF11951	Fungal specific transcription factor domain	138	534	1.4E-56	T	04-07-2020	IPR021858	Fungal transcription factor		
KAF3070143.1	829aa255f69cf6cd6480b404e39e6201	535	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	33	67	3.4E-7	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
KAF3055454.1	657760879bcb8dd50fff1b45e53d322b	673	Pfam	PF00723	Glycosyl hydrolases family 15	282	659	3.4E-48	T	04-07-2020	IPR011613	GH15-like domain		Reactome: R-HSA-70221
KAF3077524.1	3093ccb7cb8fbcf57c7e3799f8070e46	218	Pfam	PF06172	Cupin superfamily (DUF985)	34	194	1.7E-47	T	04-07-2020	IPR009327	Cupin domain of unknown function DUF985		
KAF3055490.1	b9a4baedf28bfbca4b6bcbca95035b52	494	Pfam	PF07690	Major Facilitator Superfamily	53	423	2.1E-22	T	04-07-2020	IPR011701	Major facilitator superfamily	GO:0055085	
KAF3066166.1	f488fd0cfcca49caba4f706ee42351c5	679	Pfam	PF01529	DHHC palmitoyltransferase	465	590	4.2E-37	T	04-07-2020	IPR001594	Palmitoyltransferase, DHHC domain	GO:0016409	
KAF3063139.1	8c467ecca7fbe54f89fe4329a639663d	541	Pfam	PF07690	Major Facilitator Superfamily	51	448	4.7E-42	T	04-07-2020	IPR011701	Major facilitator superfamily	GO:0055085	
KAF3077217.1	767aca985efca48dba9aabae29a8c55f	765	Pfam	PF06985	Heterokaryon incompatibility protein (HET)	265	419	7.6E-23	T	04-07-2020	IPR010730	Heterokaryon incompatibility		
KAF3063191.1	e8c8c460631f36a251f673570dec195a	750	Pfam	PF10294	Lysine methyltransferase	121	300	8.4E-19	T	04-07-2020	IPR019410	Lysine methyltransferase		
KAF3066012.1	0c7ab38bba44f92705b072928ecfc5e3	581	Pfam	PF03663	Glycosyl hydrolase family 76	32	398	1.2E-157	T	04-07-2020	IPR005198	Glycoside hydrolase, family 76		
KAF3066012.1	0c7ab38bba44f92705b072928ecfc5e3	581	SignalP_EUK	SignalP-noTM		1	22	-	T	04-07-2020
KAF3070193.1	78f5fc173fd6bd6c6cdbc20c09e150ee	95	SignalP_EUK	SignalP-noTM		1	16	-	T	04-07-2020
KAF3056779.1	6d69f182d0b9aed7a73ea1d047e568cf	1476	Pfam	PF17109	fungal STAND N-terminal Goodbye domain	25	145	1.5E-31	T	04-07-2020	IPR031350	Fungal STAND N-terminal Goodbye domain		
KAF3062672.1	4e57fd8aa155ce14116edc252e32dc2a	124	SignalP_EUK	SignalP-noTM		1	24	-	T	04-07-2020
KAF3072000.1	25cd4b22f8204cc493b7daafe2df5f54	557	Pfam	PF14479	Prion-inhibition and propagation	6	217	6.6E-53	T	04-07-2020	IPR029498	Prion-inhibition and propagation, HeLo domain		
KAF3067905.1	46b2a7cb110632cf4f4f156a076b2e5b	600	Pfam	PF13450	NAD(P)-binding Rossmann-like domain	22	89	2.9E-8	T	04-07-2020
KAF3067905.1	46b2a7cb110632cf4f4f156a076b2e5b	600	Pfam	PF13434	L-lysine 6-monooxygenase (NADPH-requiring)	169	249	7.9E-6	T	04-07-2020	IPR025700	L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase		
KAF3075833.1	99f5e02bb68477835840dd29735a9501	534	Pfam	PF01207	Dihydrouridine synthase (Dus)	31	274	4.1E-59	T	04-07-2020	IPR001269	tRNA-dihydrouridine synthase	GO:0008033|GO:0017150|GO:0050660|GO:0055114	
KAF3060696.1	1e8a6d49147ad970620d87026d575c91	424	Pfam	PF03595	Voltage-dependent anion channel	54	392	1.8E-82	T	04-07-2020	IPR004695	Voltage-dependent anion channel	GO:0016021|GO:0055085	
KAF3068784.1	a585615c1b5a0c0610c3dfb1ece4802b	111	SignalP_EUK	SignalP-noTM		1	17	-	T	04-07-2020
KAF3077370.1	dee2b162390e85d9f9605332bbc38d8a	572	Pfam	PF11941	Domain of unknown function (DUF3459)	476	565	1.3E-4	T	04-07-2020	IPR022567	Glycosyl hydrolase, C-terminal (DUF3459)		
KAF3077370.1	dee2b162390e85d9f9605332bbc38d8a	572	Pfam	PF00128	Alpha amylase, catalytic domain	33	384	1.3E-120	T	04-07-2020	IPR006047	Glycosyl hydrolase, family 13, catalytic domain	GO:0003824|GO:0005975	
KAF3056103.1	6149f905c03dcb373e1bc81022851a48	808	Pfam	PF01532	Glycosyl hydrolase family 47	336	806	1.6E-140	T	04-07-2020	IPR001382	Glycoside hydrolase family 47	GO:0004571|GO:0005509|GO:0016020	
KAF3056103.1	6149f905c03dcb373e1bc81022851a48	808	Pfam	PF03834	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)	62	134	1.8E-27	T	04-07-2020	IPR004579	ERCC1/RAD10/SWI10 family	GO:0003684|GO:0004519|GO:0005634|GO:0006281	Reactome: R-HSA-5685938|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6783310
KAF3074931.1	6dcd5a66a632474eadcb43020a6806b2	300	Pfam	PF00231	ATP synthase	31	296	2.9E-78	T	04-07-2020	IPR000131	ATP synthase, F1 complex, gamma subunit	GO:0015986|GO:0045261|GO:0046933	Reactome: R-HSA-163210|Reactome: R-HSA-8949613
KAF3072186.1	76c1866f80011d109a46db1cf8c2f0d6	1264	Pfam	PF00627	UBA/TS-N domain	1229	1260	9.7E-5	T	04-07-2020	IPR015940	Ubiquitin-associated domain		
KAF3072186.1	76c1866f80011d109a46db1cf8c2f0d6	1264	Pfam	PF12763	Cytoskeletal-regulatory complex EF hand	140	226	2.8E-12	T	04-07-2020	IPR000261	EH domain	GO:0005515	
KAF3072186.1	76c1866f80011d109a46db1cf8c2f0d6	1264	Pfam	PF12763	Cytoskeletal-regulatory complex EF hand	294	379	6.3E-12	T	04-07-2020	IPR000261	EH domain	GO:0005515	
KAF3065439.1	1a0f1f2486e617e67e96b7cdf2cab6a8	980	SignalP_EUK	SignalP-noTM		1	20	-	T	04-07-2020
KAF3065439.1	1a0f1f2486e617e67e96b7cdf2cab6a8	980	Pfam	PF14611	Mitochondrial inner-membrane-bound regulator	389	598	1.7E-40	T	04-07-2020	IPR032741	Protein Sls1	GO:0005743	
KAF3074300.1	a8577b08617c8c483328ea8012d9e936	2186	Pfam	PF03104	DNA polymerase family B, exonuclease domain	1078	1431	7.1E-40	T	04-07-2020	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain		
KAF3074300.1	a8577b08617c8c483328ea8012d9e936	2186	Pfam	PF13041	PPR repeat family	121	167	6.1E-16	T	04-07-2020	IPR002885	Pentatricopeptide repeat		
KAF3074300.1	a8577b08617c8c483328ea8012d9e936	2186	Pfam	PF08996	DNA Polymerase alpha zinc finger	1975	2166	2.9E-69	T	04-07-2020	IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha	GO:0003887|GO:0006260	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183|Reactome: R-HSA-69205
KAF3074300.1	a8577b08617c8c483328ea8012d9e936	2186	Pfam	PF12254	DNA polymerase alpha subunit p180 N terminal	698	763	1.4E-24	T	04-07-2020	IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain		Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183|Reactome: R-HSA-69205
KAF3074300.1	a8577b08617c8c483328ea8012d9e936	2186	Pfam	PF00136	DNA polymerase family B	1498	1934	1.2E-114	T	04-07-2020	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	GO:0000166|GO:0003677	
KAF3060184.1	b4434de9a5badeb84742a0cc07769dd8	1049	Pfam	PF01833	IPT/TIG domain	701	773	2.1E-8	T	04-07-2020	IPR002909	IPT domain		
KAF3056711.1	90c720d6621aad23bca12329a6b5ad24	1102	Pfam	PF00107	Zinc-binding dehydrogenase	651	769	1.1E-20	T	04-07-2020	IPR013149	Alcohol dehydrogenase, C-terminal	GO:0055114	
KAF3056711.1	90c720d6621aad23bca12329a6b5ad24	1102	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	474	560	4.0E-17	T	04-07-2020	IPR013154	Alcohol dehydrogenase, N-terminal	GO:0055114	
KAF3056711.1	90c720d6621aad23bca12329a6b5ad24	1102	Pfam	PF00171	Aldehyde dehydrogenase family	85	444	9.8E-112	T	04-07-2020	IPR015590	Aldehyde dehydrogenase domain	GO:0016491|GO:0055114	
KAF3056711.1	90c720d6621aad23bca12329a6b5ad24	1102	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	847	1097	1.9E-62	T	04-07-2020
KAF3063059.1	2f8fb207ed33dcaaf3d772fc06c0ed2d	425	Pfam	PF00638	RanBP1 domain	82	200	2.6E-39	T	04-07-2020	IPR000156	Ran binding domain	GO:0046907	
KAF3063059.1	2f8fb207ed33dcaaf3d772fc06c0ed2d	425	Pfam	PF03366	YEATS family	221	302	1.1E-19	T	04-07-2020	IPR005033	YEATS	GO:0006355	
KAF3056876.1	e583c586a1c66aec7c03a95b21fde190	498	Pfam	PF00067	Cytochrome P450	56	469	3.5E-59	T	04-07-2020	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114	
KAF3074961.1	8b371ad8c8f84c258324d1d4c6cb203e	525	Pfam	PF13520	Amino acid permease	55	500	3.1E-48	T	04-07-2020	IPR002293	Amino acid/polyamine transporter I	GO:0016020|GO:0022857|GO:0055085	
KAF3072763.1	844c41a347ae997aa1ffa35d80b0bfce	656	Pfam	PF01738	Dienelactone hydrolase family	143	358	5.6E-16	T	04-07-2020	IPR002925	Dienelactone hydrolase	GO:0016787	
KAF3072763.1	844c41a347ae997aa1ffa35d80b0bfce	656	Pfam	PF01648	4'-phosphopantetheinyl transferase superfamily	486	566	1.7E-6	T	04-07-2020	IPR008278	4'-phosphopantetheinyl transferase domain	GO:0000287|GO:0008897	KEGG: 00770+2.7.8.7|MetaCyc: PWY-6012|MetaCyc: PWY-6012-1|MetaCyc: PWY-6289|Reactome: R-HSA-199220
KAF3071588.1	7cff95a66c18baaefd7a8bfda78785da	603	Pfam	PF02752	Arrestin (or S-antigen), C-terminal domain	185	337	8.6E-14	T	04-07-2020	IPR011022	Arrestin C-terminal-like domain		
KAF3071588.1	7cff95a66c18baaefd7a8bfda78785da	603	Pfam	PF00339	Arrestin (or S-antigen), N-terminal domain	37	166	3.4E-13	T	04-07-2020	IPR011021	Arrestin-like, N-terminal		
KAF3065997.1	2aa6c8cbcb7885877e73be09519147a9	210	Pfam	PF07426	Dynactin subunit p22	17	169	5.0E-7	T	04-07-2020	IPR009991	Dynactin subunit 3	GO:0005869|GO:0061640	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518
KAF3068178.1	fe78e7f13a144e8ffc7f7179e3841529	366	Pfam	PF16752	Tubulin-specific chaperone C N-terminal domain	8	93	5.5E-10	T	04-07-2020	IPR031925	Tubulin-specific chaperone C, N-terminal	GO:0015631	Reactome: R-HSA-389977
KAF3068178.1	fe78e7f13a144e8ffc7f7179e3841529	366	Pfam	PF07986	Tubulin binding cofactor C	205	317	7.5E-32	T	04-07-2020	IPR012945	Tubulin binding cofactor C-like domain		
KAF3076481.1	ff5b16c226ebe348b93bed3cfda45dcf	1195	Pfam	PF13932	GidA associated domain	957	1169	5.5E-65	T	04-07-2020	IPR026904	GidA associated domain 3		Reactome: R-HSA-6787450
KAF3076481.1	ff5b16c226ebe348b93bed3cfda45dcf	1195	Pfam	PF00995	Sec1 family	27	553	1.1E-127	T	04-07-2020	IPR001619	Sec1-like protein	GO:0006904|GO:0016192	
KAF3076481.1	ff5b16c226ebe348b93bed3cfda45dcf	1195	Pfam	PF01134	Glucose inhibited division protein A	555	951	1.6E-156	T	04-07-2020
KAF3073728.1	56bebd636d2f1b8d6a04d8c2e664333b	450	Pfam	PF10303	Protein of unknown function (DUF2408)	180	297	7.3E-23	T	04-07-2020	IPR018810	Uncharacterised protein family UPF0662		
KAF3073595.1	8a247e63adf6ace8ac5d68231b29fbac	163	Pfam	PF00462	Glutaredoxin	61	128	3.0E-16	T	04-07-2020	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454	
KAF3073247.1	b9709da27736af0251a49b74ec46451b	148	SignalP_EUK	SignalP-noTM		1	16	-	T	04-07-2020
KAF3075859.1	d7258705ffc0e25ff71525a7acb58624	202	Pfam	PF13664	Domain of unknown function (DUF4149)	45	144	3.5E-20	T	04-07-2020	IPR025423	Domain of unknown function DUF4149		
KAF3068204.1	1a2b3131af1a060dffb9f7415db30082	527	Pfam	PF00083	Sugar (and other) transporter	82	263	3.5E-16	T	04-07-2020	IPR005828	Major facilitator,  sugar transporter-like	GO:0016021|GO:0022857|GO:0055085	
KAF3068204.1	1a2b3131af1a060dffb9f7415db30082	527	Pfam	PF00083	Sugar (and other) transporter	292	485	5.8E-15	T	04-07-2020	IPR005828	Major facilitator,  sugar transporter-like	GO:0016021|GO:0022857|GO:0055085	
KAF3059034.1	e2a694533e514070e354a96f663e3e45	349	Pfam	PF05719	Golgi phosphoprotein 3 (GPP34)	75	307	7.0E-68	T	04-07-2020	IPR008628	Golgi phosphoprotein 3-like	GO:0070273	
KAF3060247.1	f9ff9f187e2ffa8bafd8da05458d86eb	2073	Pfam	PF01048	Phosphorylase superfamily	1752	2040	7.5E-7	T	04-07-2020	IPR000845	Nucleoside phosphorylase domain	GO:0003824|GO:0009116	
KAF3069240.1	ec551866d3bbff1fbb74f15fe6f7209d	312	Pfam	PF01227	GTP cyclohydrolase I	131	307	5.7E-74	T	04-07-2020	IPR020602	GTP cyclohydrolase I domain		KEGG: 00790+3.5.4.16|MetaCyc: PWY-5663|MetaCyc: PWY-5664|MetaCyc: PWY-6147|MetaCyc: PWY-6703|MetaCyc: PWY-6983|MetaCyc: PWY-7442|MetaCyc: PWY-7852|Reactome: R-HSA-1474151
KAF3069953.1	1dcdf93a24e8185d5e26b7bf66db26ff	370	Pfam	PF01266	FAD dependent oxidoreductase	19	342	1.2E-31	T	04-07-2020	IPR006076	FAD dependent oxidoreductase	GO:0016491|GO:0055114	
KAF3062848.1	7c2deff526d2a209c32c7bf0041c7caa	363	Pfam	PF00415	Regulator of chromosome condensation (RCC1) repeat	4	53	1.1E-8	T	04-07-2020	IPR000408	Regulator of chromosome condensation, RCC1		
KAF3062848.1	7c2deff526d2a209c32c7bf0041c7caa	363	Pfam	PF13540	Regulator of chromosome condensation (RCC1) repeat	290	316	1.5E-7	T	04-07-2020
KAF3066141.1	07c7101306dacc924a21937ff86e6b61	325	Pfam	PF01040	UbiA prenyltransferase family	114	310	1.6E-21	T	04-07-2020	IPR000537	UbiA prenyltransferase family	GO:0016021|GO:0016765	
KAF3077342.1	b28e4ad623371691bc18dd2073ad0c0c	574	Pfam	PF08550	Fungal protein of unknown function (DUF1752)	188	215	2.4E-12	T	04-07-2020	IPR013860	Nitrogen regulatory protein areA, GATA-like domain		
KAF3058879.1	8a769f04d7ea4c961214cb68929694c9	361	Pfam	PF13136	Protein of unknown function (DUF3984)	14	294	3.6E-53	T	04-07-2020	IPR025040	Protein of unknown function DUF3984		
KAF3069232.1	cf0beddd93aa1149aa8d265f0b639726	288	Pfam	PF00651	BTB/POZ domain	64	125	5.3E-7	T	04-07-2020	IPR000210	BTB/POZ domain	GO:0005515	
KAF3056941.1	b4be50cb544f39108ac60022e889fc6a	862	Pfam	PF00082	Subtilase family	560	785	2.4E-12	T	04-07-2020	IPR000209	Peptidase S8/S53 domain	GO:0004252|GO:0006508	
KAF3063248.1	04e024ac03ea6bf7ab451ede125c2cb3	419	Pfam	PF00266	Aminotransferase class-V	125	394	1.2E-17	T	04-07-2020	IPR000192	Aminotransferase class V domain		
KAF3063248.1	04e024ac03ea6bf7ab451ede125c2cb3	419	Pfam	PF00266	Aminotransferase class-V	9	97	2.5E-9	T	04-07-2020	IPR000192	Aminotransferase class V domain		
KAF3067719.1	469392ff6a754a9b0721a3e0714999fb	365	SignalP_EUK	SignalP-noTM		1	24	-	T	04-07-2020
KAF3074550.1	ce4b8bfe39d17d3f6cccca428c05f1a0	661	Pfam	PF09286	Pro-kumamolisin, activation domain	39	173	5.8E-38	T	04-07-2020	IPR015366	Peptidase S53, activation domain	GO:0008236	Reactome: R-HSA-381038
KAF3071967.1	7a896710b1d040be07ed06995496e0fa	147	Pfam	PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	31	125	3.6E-29	T	04-07-2020	IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45		
KAF3077323.1	42adb1b14c2dd23852db71511bcaf70f	392	Pfam	PF03151	Triose-phosphate Transporter family	30	315	2.1E-23	T	04-07-2020	IPR004853	Sugar phosphate transporter domain		
KAF3077112.1	230c2270f74a2e071def0d797f1a2cba	310	Pfam	PF00505	HMG (high mobility group) box	230	284	2.4E-8	T	04-07-2020	IPR009071	High mobility group box domain		
KAF3073494.1	eafce0d37a2458f9799f73090364e48e	385	Pfam	PF00398	Ribosomal RNA adenine dimethylase	32	256	1.3E-62	T	04-07-2020	IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm		
KAF3055438.1	20215a8ffc378d5df46432f5c7966d9b	394	Pfam	PF04078	Cell differentiation family, Rcd1-like	122	380	3.6E-125	T	04-07-2020
