Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
maker-NODE_131_length_72194_cov_49.483453-augustus-gene-0.22-mRNA-1	AA2(62-250)	N	N	N	1
maker-NODE_132_length_71667_cov_50.166942-augustus-gene-0.11-mRNA-1	GH17(334-601)	GH17	GH17	N	3
maker-NODE_135_length_71088_cov_47.398388-augustus-gene-0.17-mRNA-1	GT22(18-502)	GT22	GT22	N	3
maker-NODE_13_length_225485_cov_46.082997-augustus-gene-0.12-mRNA-1	GH92(262-771)	GH92	GH92	N	3
maker-NODE_13_length_225485_cov_46.082997-augustus-gene-1.16-mRNA-1	GH1(4-474)	GH1	GH1	N	3
maker-NODE_141_length_68258_cov_45.685165-augustus-gene-0.9-mRNA-1	GT39(63-308)	GT39	GT39	N	3
maker-NODE_142_length_67246_cov_39.896661-augustus-gene-0.4-mRNA-1	GH3(86-300)	GH3	GH3	N	3
maker-NODE_143_length_67234_cov_45.561164-augustus-gene-0.23-mRNA-1	GH16(50-323)	GH16	N	N	2
maker-NODE_144_length_67066_cov_46.847951-augustus-gene-0.0-mRNA-1	GT34(66-292)	GT34	N	N	2
maker-NODE_147_length_65921_cov_42.693452-augustus-gene-0.19-mRNA-1	GH15(60-471)+CBM20(537-626)	GH15+CBM20	CBM20+GH15	N	3
maker-NODE_148_length_64702_cov_49.691599-augustus-gene-0.30-mRNA-1	GH47(275-965)	GH47	GH47	N	3
maker-NODE_149_length_64014_cov_46.320316-augustus-gene-0.21-mRNA-1	CE10(212-483)	N	N	N	1
maker-NODE_149_length_64014_cov_46.320316-augustus-gene-0.31-mRNA-1	AA7(219-426)	AA7	N	N	2
maker-NODE_14_length_223582_cov_47.348450-augustus-gene-1.58-mRNA-1	GH47(167-664)	GH47	GH47	N	3
maker-NODE_156_length_61002_cov_51.280131-augustus-gene-0.20-mRNA-1	CE4(126-254)	CE4	CBM18+CE4	N	3
maker-NODE_159_length_59703_cov_42.859088-augustus-gene-0.8-mRNA-1	GH132(44-312)	GH132	N	N	2
maker-NODE_15_length_210320_cov_43.855837-augustus-gene-0.13-mRNA-1	GH95(16-783)	GH95	GH95	N	3
maker-NODE_15_length_210320_cov_43.855837-augustus-gene-1.35-mRNA-1	GT4(483-652)	N	GT4	N	2
maker-NODE_15_length_210320_cov_43.855837-augustus-gene-1.47-mRNA-1	CE10(92-261)	N	N	N	1
maker-NODE_165_length_58743_cov_48.875205-augustus-gene-0.2-mRNA-1	GH5_9(374-698)	GH5	GH5_9	N	3
maker-NODE_168_length_58473_cov_49.864687-augustus-gene-0.19-mRNA-1	GT8(31-225)	GT8	GT8	N	3
maker-NODE_177_length_55324_cov_42.704132-augustus-gene-0.0-mRNA-1	GT58(35-400)	GT58	GT58	N	3
maker-NODE_178_length_54788_cov_51.107499-augustus-gene-0.1-mRNA-1	GH95(28-770)	N	GH95	N	2
maker-NODE_179_length_54772_cov_44.827413-augustus-gene-0.25-mRNA-1	GH18(21-355)	GH18	GH18	N	3
maker-NODE_17_length_203802_cov_50.618800-augustus-gene-1.8-mRNA-1	GH1(2-467)	GH1	GH1	N	3
maker-NODE_185_length_53927_cov_33.791729-augustus-gene-0.0-mRNA-1	GH18(50-284)	GH18	N	N	2
maker-NODE_195_length_49891_cov_43.226107-augustus-gene-0.0-mRNA-1	GT39(62-300)	GT39	GT39	N	3
maker-NODE_196_length_49217_cov_50.206865-augustus-gene-0.15-mRNA-1	GT90(607-876)	GT90	GT90	N	3
maker-NODE_197_length_48977_cov_41.831238-augustus-gene-0.0-mRNA-1	CE1(24-282)	N	N	N	1
maker-NODE_200_length_48423_cov_42.075141-augustus-gene-0.1-mRNA-1	GH13_25(1161-1614)	GH133	GH133+GH13_25	N	3
maker-NODE_208_length_46005_cov_30.764549-augustus-gene-0.12-mRNA-1	GH72(32-332)	GH72	GH72	N	3
maker-NODE_213_length_45035_cov_50.180057-augustus-gene-0.0-mRNA-1	GH12(186-326)	N	N	N	1
maker-NODE_213_length_45035_cov_50.180057-augustus-gene-0.3-mRNA-1	GT2(222-399)	N	GT2	N	2
maker-NODE_21_length_195582_cov_43.559505-augustus-gene-0.59-mRNA-1	GT22(90-411)	GT22	GT22	N	3
maker-NODE_21_length_195582_cov_43.559505-augustus-gene-0.60-mRNA-1	AA3(217-751)	AA3	N	N	2
maker-NODE_21_length_195582_cov_43.559505-augustus-gene-0.71-mRNA-1	GT34(162-426)	GT34	GT34	N	3
maker-NODE_229_length_40008_cov_42.273714-augustus-gene-0.3-mRNA-1	GH89(70-753)	N	GH89	N	2
maker-NODE_22_length_194164_cov_49.264738-augustus-gene-0.82-mRNA-1	AA7(86-516)	N	N	N	1
maker-NODE_22_length_194164_cov_49.264738-augustus-gene-0.83-mRNA-1	GH75(14-252)	GH75	N	N	2
maker-NODE_232_length_39890_cov_48.708523-augustus-gene-0.6-mRNA-1	AA1_2(38-376)	AA1	AA1_2	N	3
maker-NODE_235_length_39307_cov_44.854288-augustus-gene-0.12-mRNA-1	GH81(30-701)	GH81	GH81	N	3
maker-NODE_236_length_39288_cov_41.333750-augustus-gene-0.3-mRNA-1	GH35(50-381)	GH35	GH35	N	3
maker-NODE_24_length_183160_cov_40.450208-augustus-gene-0.66-mRNA-1	AA3(134-704)	N	N	N	1
maker-NODE_26_length_170807_cov_40.015948-augustus-gene-0.1-mRNA-1	GH2(69-497)	GH2	GH2	N	3
maker-NODE_26_length_170807_cov_40.015948-augustus-gene-0.11-mRNA-1	AA9(4-224)	AA9	N	N	2
maker-NODE_26_length_170807_cov_40.015948-augustus-gene-0.7-mRNA-1	GT2(117-330)	GT2	GT2	N	3
maker-NODE_270_length_32498_cov_40.202280-augustus-gene-0.3-mRNA-1	AA5(611-1115)	AA5	AA5_1	N	3
maker-NODE_27_length_170086_cov_45.865409-augustus-gene-0.9-mRNA-1	GT1(1006-1410)	GT1	GT1	N	3
maker-NODE_28_length_165515_cov_51.014215-augustus-gene-0.63-mRNA-1	AA1_3(62-388)	AA1	AA1_3	N	3
maker-NODE_28_length_165515_cov_51.014215-augustus-gene-0.77-mRNA-1	GH47(185-656)	GH47	GH47	N	3
maker-NODE_2_length_436630_cov_48.410920-augustus-gene-0.0-mRNA-1	GH31(347-935)	GH31	GH31	N	3
maker-NODE_2_length_436630_cov_48.410920-augustus-gene-2.47-mRNA-1	GT2(10-179)	GT2	GT2	N	3
maker-NODE_2_length_436630_cov_48.410920-augustus-gene-3.65-mRNA-1	GH16(32-269)	GH16	N	N	2
maker-NODE_304_length_25035_cov_47.286013-augustus-gene-0.10-mRNA-1	GH92(276-784)	GH92	GH92	N	3
maker-NODE_304_length_25035_cov_47.286013-augustus-gene-0.11-mRNA-1	GH16(80-219)	GH16	N	N	2
maker-NODE_31_length_163481_cov_44.283746-augustus-gene-0.5-mRNA-1	GH18(137-481)	GH18	CBM18+GH18	N	3
maker-NODE_32_length_163309_cov_48.572870-augustus-gene-0.55-mRNA-1	GH16(66-304)	GH16	N	N	2
maker-NODE_340_length_18925_cov_42.751676-augustus-gene-0.6-mRNA-1	GH12(117-213)	N	N	N	1
maker-NODE_344_length_18537_cov_31.367409-augustus-gene-0.5-mRNA-1	GT25(62-314)	GT25	GT25	N	3
maker-NODE_34_length_155938_cov_47.026186-augustus-gene-0.45-mRNA-1	GT57(69-300)+GT57(337-571)	GT57	GT57	N	3
maker-NODE_34_length_155938_cov_47.026186-augustus-gene-0.57-mRNA-1	CE10(103-259)	N	N	N	1
maker-NODE_35_length_151761_cov_47.413364-augustus-gene-0.21-mRNA-1	GT15(75-352)	GT15	GT15	N	3
maker-NODE_38_length_144168_cov_44.648663-augustus-gene-0.55-mRNA-1	GT1(249-591)	GT1	GT1	N	3
maker-NODE_3_length_377419_cov_47.972443-augustus-gene-2.71-mRNA-1	AA11(21-228)	AA11	N	N	2
maker-NODE_41_length_138089_cov_46.407134-augustus-gene-0.23-mRNA-1	GH65(408-771)	GH65	GH65	N	3
maker-NODE_42_length_137852_cov_50.664985-augustus-gene-0.20-mRNA-1	AA7(132-327)	N	N	N	1
maker-NODE_42_length_137852_cov_50.664985-augustus-gene-0.8-mRNA-1	GH92(295-803)	GH92	GH92	N	3
maker-NODE_456_length_10850_cov_30.249277-augustus-gene-0.2-mRNA-1	GH38(277-534)	GH38	GH38	N	3
maker-NODE_482_length_9613_cov_37.750580-augustus-gene-0.4-mRNA-1	CE10(143-383)	N	N	N	1
maker-NODE_49_length_132195_cov_49.441704-augustus-gene-0.4-mRNA-1	AA7(33-457)	N	N	N	1
maker-NODE_4_length_373113_cov_48.026344-augustus-gene-2.61-mRNA-1	GT15(101-371)	GT15	GT15	N	3
maker-NODE_4_length_373113_cov_48.026344-augustus-gene-2.64-mRNA-1	GH3(80-286)	GH3	GH3	N	3
maker-NODE_4_length_373113_cov_48.026344-augustus-gene-2.75-mRNA-1	GT59(67-532)	GT59	GT59	N	3
maker-NODE_4_length_373113_cov_48.026344-augustus-gene-2.85-mRNA-1	GT22(39-469)	GT22	GT22	N	3
maker-NODE_50_length_128015_cov_46.451864-augustus-gene-0.52-mRNA-1	GH16(125-376)	GH16	GH16	N	3
maker-NODE_52_length_126822_cov_42.128024-augustus-gene-0.12-mRNA-1	CE10(114-460)	N	N	N	1
maker-NODE_55_length_121438_cov_49.319732-augustus-gene-0.11-mRNA-1	AA2(133-242)	N	AA2	N	2
maker-NODE_57_length_118273_cov_45.929655-augustus-gene-0.2-mRNA-1	GT69(124-399)	GT69	GT69	N	3
maker-NODE_59_length_116130_cov_46.111782-augustus-gene-0.37-mRNA-1	GT4(385-544)	GT4	GT4	N	3
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-0.31-mRNA-1	GH76(27-397)	GH76	GH76	N	3
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-0.33-mRNA-1	PL1_4(112-300)	PL1	PL1_4	N	3
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-0.34-mRNA-1	GH95(29-774)	GH95	GH95	N	3
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-1.33-mRNA-1	GH55(29-753)	GH28+GH55	GH55	N	3
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-2.10-mRNA-1	GH3(186-434)	GH3	GH3	N	3
maker-NODE_61_length_109926_cov_44.427700-augustus-gene-0.30-mRNA-1	GH3(15-222)	GH3	GH3	N	3
maker-NODE_64_length_108683_cov_48.410304-augustus-gene-0.36-mRNA-1	GH18(31-276)	GH18	N	N	2
maker-NODE_64_length_108683_cov_48.410304-augustus-gene-0.45-mRNA-1	CE10(43-348)	N	N	N	1
maker-NODE_64_length_108683_cov_48.410304-augustus-gene-0.48-mRNA-1	GH20(181-523)	GH20	GH20	N	3
maker-NODE_65_length_107139_cov_47.890919-augustus-gene-0.19-mRNA-1	GT62(69-332)	GT62	GT62	N	3
maker-NODE_65_length_107139_cov_47.890919-augustus-gene-0.2-mRNA-1	GH125(88-525)	GH125	GH125	N	3
maker-NODE_67_length_105348_cov_48.213123-augustus-gene-0.4-mRNA-1	GH3(575-651)	N	N	N	1
maker-NODE_69_length_104462_cov_46.534902-augustus-gene-0.55-mRNA-1	GH47(102-563)	GH47	GH47	N	3
maker-NODE_6_length_318289_cov_41.506698-augustus-gene-2.2-mRNA-1	GH18(73-396)	GH18	GH18	N	3
maker-NODE_70_length_104117_cov_40.339465-augustus-gene-0.33-mRNA-1	GH36(36-718)	GH36	GH36	N	3
maker-NODE_73_length_101930_cov_48.508728-augustus-gene-0.10-mRNA-1	GH71(47-436)+CBM24(537-609)	GH71+CBM24	CBM24+GH71	N	3
